SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT07R,DA0708DR07R,DADC407R,DA0GR07N,DAGC407R,DA311TA08R,DA311TR08R,DA311TW08R,DA311TM08R,DA311TC08R,DA311TS08R,DB311TA08R,DH311TA08R,DW311TA08R,DO311TA08R,DE311TA08R,DACTA08R,DA0CT07R,DA0CC07R,DA0CS07R,DA0CA07R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Gainesville,049901,049 COOKE,11,AA,7,2804,10,42,47,1,64.5,18,12,18,13,8,95.4,0.5,18.6,155,75.5,65,87,88,76,67,86,57,54,77,87,62,77,47,22.6,986,19.9,433,223,1,3,7,51,13,24,81794,61568,47126,41843,12,6.5,12.6,32.7,12.6,13.8,18.9,4,4,91,0,75,9,7,3,4,2,278738,1.285000,28962745,9909,38,51,11,5498438,26,38712502,24366725,8336,56,6,6,13,19,13679586,4680,54,17,20,2,3,0,3,1
Muenster,049902,049 COOKE,11,RE,2,526,0,5,94,1,15.6,1,15,1,38,5,97.1,0,0,34,92.1,87,97,.,92,89,93,.,.,86,.,83,94,89.7,46.2,1043,24.1,72,43,1,3,4,60,0,32,69346,67500,45125,40791,3,7.3,12.3,23.3,12.2,13.9,25.4,0,2,98,0,82,7,0,0,9,2,443072,1.196000,4857275,9450,40,56,3,656672,16,4459432,4001311,7785,60,9,5,10,16,2401416,4672,70,12,6,0,7,0,5,0
Valley View,049903,049 COOKE,11,AA,3,682,0,12,86,2,31.4,5,12,5,38,6,96.4,0,3.1,32,93.8,70,91,97,80,75,87,.,51,72,67,58,92,81.5,36.4,1067,21.2,101,57,3,3,6,57,8,24,50250,62197,49739,40572,6,6.8,11.9,22.6,12.7,19.1,16.3,0,3,97,0,78,5,3,0,11,2,233885,1.125000,5997601,8965,57,40,4,1361863,25,5746257,5211207,7790,61,6,7,11,15,3152511,4712,57,17,11,0,8,3,5,0
Callisburg,049905,049 COOKE,11,RE,2,1115,1,7,90,2,42.7,3,11,3,31,6,96.1,0,0,72,97.3,72,91,95,81,80,97,40,56,73,56,64,88,79.1,22.6,1004,19.9,160,89,1,4,5,55,6,29,117800,65503,43090,42868,6,7,12.6,25.7,14.6,27.5,13.2,0,0,98,2,82,7,0,1,5,4,444597,1.215000,12766313,11942,29,63,8,2544243,28,11616709,9900107,9261,55,10,4,11,20,5445870,5094,53,30,6,0,5,1,5,1
Era,049906,049 COOKE,11,RE,1,419,0,8,91,1,23.9,1,13,1,38,6,97.1,0,2.8,35,94.4,83,98,98,91,77,93,.,83,83,.,71,95,68.8,45.5,989,23.5,62,36,2,5,6,59,5,23,72530,59518,45105,42860,2,6.8,11.5,24.7,14.9,17,13.6,0,0,100,0,80,7,0,0,7,5,208834,1.184000,3654180,9797,58,37,5,1142731,34,3380113,3140224,8419,62,6,5,10,16,1960678,5257,72,11,8,0,4,0,4,0
Lindsay,049907,049 COOKE,11,RE,2,525,0,2,97,2,4.8,0,6,0,39,5,98.1,0,0,48,100,86,96,96,92,85,97,.,83,86,86,62,100,79.5,42.9,1074,23.1,61,39,3,3,5,64,7,18,68291,55781,42727,43969,2,8.6,13.4,15.3,15.9,11.9,13,0,3,97,0,78,3,5,0,9,5,318739,1.019000,4682803,9200,45,51,4,1391993,38,3988216,3667958,7206,58,7,6,10,19,2124099,4173,73,8,4,0,8,1,7,0
Walnut Bend,049908,049 COOKE,11,AA,1,52,0,12,89,0,76.9,0,19,0,0,8,95.1,0,.,0,.,64,.,.,73,.,.,.,.,64,.,67,.,.,.,.,.,14,6,5,2,7,43,36,7,70000,70000,31635,40918,21,3.7,8.7,16.7,13.8,33.3,16.7,0,0,83,17,88,12,0,0,0,0,380760,1.040000,905684,11464,58,36,6,293080,40,789097,786345,9954,56,9,8,10,16,440023,5570,72,13,15,0,0,0,0,0
Sivells Bend,049909,049 COOKE,11,RE,1,73,0,19,81,0,50.7,4,4,4,0,4,95.9,0,.,0,.,74,89,.,78,92,.,.,63,77,.,62,.,.,.,.,.,13,7,3,1,3,52,18,22,72500,72500,72500,41410,0,5.5,10.5,28.8,16.2,27.9,28.9,0,0,100,0,71,11,16,1,0,0,1284446,0.887000,890373,14133,21,72,7,410852,36,853737,824340,13085,50,17,4,12,18,415788,6600,68,14,17,0,0,0,1,0
Evant,050901,050 CORYELL,12,AA,2,298,1,17,81,1,49.3,7,11,6,43,2,95.9,0,0,35,100,63,88,87,73,72,94,.,43,65,.,56,80,93.5,10.3,986,19,50,26,4,4,2,53,12,26,59070,58908,46739,39514,6,6,11.4,26.8,12.7,0.4,11.6,0,0,100,0,86,2,4,0,8,0,234297,1.010000,2813939,8990,60,32,7,498431,20,2660183,2584690,8258,58,10,6,9,18,1490037,4761,59,8,21,0,6,0,5,0
Gatesville,050902,050 CORYELL,12,AA,5,2732,4,15,80,1,40.5,3,16,2,20,4,95.1,0.2,6.3,184,84.5,75,94,94,83,75,91,68,61,77,89,64,91,53.3,23.8,992,20.3,371,198,1,2,5,53,13,27,81141,63658,42601,39598,8,7.4,13.8,28.5,13.7,13.2,12.2,0,2,97,1,72,10,8,1,6,4,188838,1.128000,23116412,8363,60,34,6,8021062,42,19931150,18251944,6603,57,5,6,11,21,10304491,3728,59,20,10,0,6,1,4,1
Oglesby,050904,050 CORYELL,12,AA,1,160,3,22,76,0,51.3,2,16,2,41,4,96.8,0,10.5,14,73.7,68,98,.,81,53,77,.,86,63,.,72,94,40,.,.,.,30,17,7,0,0,57,7,29,50750,.,.,39452,10,5.4,9.4,23.5,12.5,11.8,23.5,0,0,100,0,86,7,0,1,6,0,199991,1.105000,2038497,11649,72,22,6,121340,7,1777416,1446789,8267,58,12,7,11,12,838360,4791,64,16,11,0,9,0,0,0
Jonesboro,050909,050 CORYELL,12,RE,1,150,0,9,91,0,44,1,11,1,38,1,96.3,0,5.3,17,89.5,65,95,90,78,72,94,.,64,64,.,60,80,25,.,.,.,31,18,3,3,0,58,10,26,70373,61308,.,38729,0,4.8,8.3,27.8,15.6,11.1,11,0,0,100,0,75,6,1,6,12,1,331796,1.040000,1475769,8999,51,43,6,40748,3,1772488,1717174,10471,56,9,7,14,15,952793,5810,71,7,9,0,9,1,4,0
Copperas Cove,050910,050 CORYELL,12,RE,10,7871,26,14,56,4,42.6,2,10,1,21,4,95,0.1,10.7,410,79.5,77,95,93,84,80,94,69,74,81,85,72,87,60.5,17.6,950,18.6,1199,551,1,3,7,46,10,34,96983,70419,54919,45528,22,6.6,14.3,38.9,10.2,10.5,15.3,9,7,82,3,71,12,8,1,4,4,137511,1.181000,71542959,9186,51,26,23,19020419,28,79580870,58035522,7452,55,9,6,10,20,31896806,4096,61,19,10,1,3,1,5,2
Paducah,051901,051 COTTLE,17,AA,1,245,19,29,51,0,62.4,1,12,1,36,4,96.4,0,4.3,22,95.7,43,82,96,53,39,77,21,40,57,.,44,71,94.4,11.8,.,18.9,46,26,2,4,1,57,15,21,45000,52500,39540,40844,7,5.4,9.5,13.6,16,10.7,8.2,4,0,96,0,77,7,2,0,14,0,503006,1.040000,3298904,12591,33,59,9,2887289,109,2608679,2512093,9588,58,15,3,10,15,1456673,5560,48,13,22,0,12,0,5,0
Crane,052901,052 CRANE,18,AA,3,980,3,64,32,1,39.6,12,10,11,16,8,94.9,0,6.7,56,91.7,65,88,94,75,71,88,60,60,76,.,61,86,57.1,28.6,.,21.1,161,93,3,2,7,58,10,20,74348,69724,56928,47723,26,6.1,10.5,20.8,15.3,15,12.2,2,14,84,0,79,6,5,3,5,3,1874396,1.040000,17120394,17834,23,73,4,11489627,47,12758345,12034736,12536,54,9,3,14,20,6482337,6752,68,11,7,3,4,1,8,0
Crockett County Cons CSD,053001,053 CROCKETT,15,AA,4,770,1,73,26,0,50,15,10,15,23,6,96.9,0,1.7,58,96.7,59,91,98,69,64,89,.,52,80,.,55,94,64.8,14.3,976,19,165,78,1,3,6,47,16,27,63440,64536,37987,42134,42,4.7,9.9,33.3,11.8,10.3,24.2,0,14,86,0,82,8,3,1,6,0,2593786,1.040000,12191491,15937,12,83,5,6852076,27,9131143,8754312,11444,55,8,5,17,15,4785220,6255,62,11,17,1,3,1,5,0
Crosbyton Cons,054901,054 CROSBY,17,AA,4,406,3,70,26,1,72.7,4,14,4,42,6,95.4,0,3.3,26,86.7,57,84,90,73,54,90,17,51,75,.,52,89,66.7,0,.,17.1,86,47,2,3,4,54,12,23,68438,58285,44998,38972,32,4.7,8.6,33.1,12.3,6.6,19.2,0,11,87,2,82,5,4,0,8,0,151667,1.040000,6734389,14899,63,16,21,1272876,28,5268423,4664463,10320,59,8,5,13,15,2745016,6073,60,16,12,1,6,1,4,0
Lorenzo,054902,054 CROSBY,17,AA,2,312,5,76,20,0,83.7,14,19,14,36,5,96.4,0,14.3,26,82.1,52,81,79,68,51,76,57,46,76,.,51,86,52.6,0,.,17.9,80,38,3,4,4,48,10,31,69221,54989,42292,37743,35,3.9,8.1,46.9,10.7,15.2,33.8,3,8,90,0,81,7,3,3,6,0,290768,1.011000,6385105,19891,41,38,22,1807083,41,5815938,5545047,17274,54,10,4,9,23,3013985,9389,25,44,23,0,4,0,5,0
Ralls,054903,054 CROSBY,17,AA,4,532,2,74,24,0,77.6,2,16,2,26,8,95.8,0,2.8,33,83.3,68,91,90,83,67,96,.,61,87,.,65,83,44.4,25,.,17.3,99,50,3,8,4,51,13,22,62700,48296,39143,36361,30,5.4,10.6,40,9.9,6,22.7,0,14,84,2,75,6,12,0,8,0,161282,1.004000,6699324,12546,19,66,15,1621719,34,6034095,5673910,10625,60,6,6,10,18,3403675,6374,63,11,16,1,5,0,4,2
Culberson County-Allamoore,055901,055 CULBERSON,18,AA,3,552,0,82,16,2,79,10,7,8,27,7,95.7,0,24,38,74,50,86,90,59,51,86,.,45,71,63,44,79,70.6,8.3,873,17.9,110,60,2,2,5,55,10,26,62984,66251,33904,41331,67,5,9.2,31.7,11,18.3,25.4,2,50,48,0,83,4,2,2,7,2,518377,1.088000,8387989,14512,16,74,10,1311485,22,8508202,7016647,12140,54,11,6,12,17,3802662,6579,54,8,28,0,3,0,6,0
Dalhart,056901,056 DALLAM,16,AA,5,1643,2,41,56,1,57.8,9,12,9,24,3,96.1,0.4,3.5,101,89.6,64,88,89,76,64,92,29,52,73,38,53,90,52.8,14.9,1095,19.9,272,135,1,3,6,50,17,23,82861,69491,43610,37759,21,6,12.2,52.6,7.2,0.7,21.2,0,5,95,0,83,8,1,2,5,1,296911,1.222000,13668682,8723,31,56,13,1153073,10,15557479,12782726,8157,58,7,6,10,20,7360050,4697,62,13,15,2,4,0,3,1
Texline,056902,056 DALLAM,16,AA,1,161,1,30,68,2,51.6,14,7,12,32,4,96.3,0,0,4,80,60,81,78,69,58,96,.,39,72,.,54,90,.,.,.,.,27,16,4,3,1,59,11,22,70000,53500,44004,40309,7,5.9,10,33.2,11.9,12.7,24.7,0,6,94,0,87,4,0,3,6,0,504521,1.170000,1787803,11685,29,61,10,593606,36,1592241,1551181,10138,57,13,5,10,15,878353,5741,71,9,15,1,3,1,1,0
Pegasus Sch of Liberal Arts,057802,057 DALLAS,10,EA,1,319,27,69,3,0,74.9,32,11,25,0,0,96.2,0,0,21,100,54,88,96,67,55,95,44,58,43,.,54,100,.,13.3,871,16.9,43,27,4,9,4,64,19,0,76773,49683,43062,41442,46,7.5,11.6,87.3,2.2,14.6,16,35,3,58,4,88,12,1,0,0,0,0,0.000000,2104842,8190,89,1,10,945314,39,2315849,2312043,8996,65,8,6,16,5,1507352,5865,65,12,20,2,0,0,0,0
North Hills,057803,057 DALLAS,10,RE,3,1614,8,23,32,37,13.7,7,4,3,3,0,96.9,0,1.4,74,97.2,90,98,96,93,93,99,88,75,94,97,77,97,.,58.3,1130,24.6,174,119,2,6,11,68,2,10,52509,49367,34899,39129,28,9.3,13.6,70.4,5.3,24.5,32.9,10,7,74,9,82,0,0,0,0,18,0,0.000000,8255977,6967,90,8,2,4886074,49,8226857,7198572,6075,65,11,6,11,8,4653738,3927,95,5,0,0,0,0,0,0
Dallas Can Academy Charter,057804,057 DALLAS,10,EA,4,1825,48,48,4,1,70.2,21,13,17,27,0,88.3,.,29.3,450,24.8,18,58,.,20,22,65,13,22,25,36,19,35,1.9,0,.,13.4,224,97,1,6,30,43,5,15,91957,52429,43778,42323,80,8.1,18.9,85.9,2.4,5.2,53.2,62,10,24,3,84,10,0,0,6,0,0,0.000000,16641833,9235,85,2,14,518655,4,14976232,14860064,8246,46,11,13,14,16,6796154,3771,42,19,34,3,4,0,0,0
Dallas Community Charter,057805,057 DALLAS,10,AA,1,177,6,72,19,3,59.9,51,5,49,0,0,95.6,.,.,0,.,56,.,.,56,.,.,.,54,.,.,44,.,.,.,.,.,19,9,5,7,6,45,37,0,22992,58213,50526,37639,56,9.1,20.4,46.1,5,26.3,20.7,22,23,44,12,67,4,28,1,0,0,0,0.000000,1208628,7194,74,18,8,276374,26,1160207,1157459,6890,58,12,13,9,8,675834,4023,50,7,40,3,0,0,0,0
Eagle Advantage,057806,057 DALLAS,10,AA,1,1448,15,41,41,4,55.9,8,6,4,22,0,95.5,0,.,21,.,54,86,79,64,61,90,51,55,54,41,54,43,0,.,.,.,190,100,2,1,5,52,7,32,80375,57600,31475,31601,51,7.6,14.5,96,0.7,13.5,49.5,22,13,60,5,94,5,0,0,0,1,0,0.000000,9294844,7669,85,2,13,157876,3,8031574,8013664,6612,49,15,8,16,12,3939326,3250,68,6,23,1,1,0,2,0
Life,057807,057 DALLAS,10,AA,3,2829,49,22,27,2,41.8,6,10,6,0,6,96.9,0,7.2,64,89.9,72,93,95,81,68,92,67,68,84,.,68,91,60.7,2.9,841,17.1,307,153,1,5,5,50,10,29,101778,51609,54796,41912,30,9.2,18.5,73.2,4.8,11.6,26.1,10,7,82,2,92,6,0,0,1,1,0,0.000000,15710223,7236,90,2,8,327977,2,15143026,14928749,6876,47,7,9,27,9,7051346,3248,65,11,17,1,0,1,6,0
Universal Academy,057808,057 DALLAS,10,AA,2,1301,51,19,7,24,51.8,11,2,10,0,9,97.1,0,0,8,100,76,92,91,84,68,92,66,78,91,93,67,100,.,9.1,882,.,136,93,2,2,14,68,14,0,71667,53961,36816,38441,72,9.5,14,73.3,4.6,19,38.6,56,6,35,2,94,3,0,3,0,0,0,0.000000,8869243,7039,88,3,9,-2516255,-30,9400813,9019440,7158,44,18,3,22,13,3995715,3171,74,26,0,0,0,0,0,0
Nova Academy,057809,057 DALLAS,10,AA,1,156,35,65,0,0,84,39,1,35,0,0,97.4,.,.,0,.,79,95,91,87,63,.,82,78,.,.,80,.,.,.,.,.,20,13,6,0,23,66,5,0,47500,.,30516,34165,95,8,12.2,68.8,4.1,23.4,59.1,84,0,8,8,84,8,0,8,0,0,0,0.000000,1191869,8053,86,1,13,72630,7,1131358,1131358,7644,65,13,3,9,10,738022,4987,83,3,12,2,0,0,0,0
Academy of Dallas,057810,057 DALLAS,10,AA,1,510,82,18,0,0,94.1,3,4,2,0,0,94.2,1.1,.,0,.,58,78,73,70,55,.,52,71,.,.,60,.,.,.,.,.,64,35,0,5,17,54,23,2,.,43649,28316,30166,95,8,14.7,74.3,5.3,5.8,47.4,89,0,6,6,69,3,26,3,0,0,0,0.000000,4346828,7613,85,2,13,-36712,-1,3930026,3872994,6783,48,14,12,13,14,1844926,3231,62,7,29,3,0,0,0,0
Children First Acad-Dallas,057811,057 DALLAS,10,AA,1,294,99,1,0,0,96.3,0,4,0,0,0,96.5,0,.,0,.,66,87,74,78,88,.,66,.,.,.,67,.,.,.,.,.,50,17,8,6,0,34,14,38,62625,39867,.,30835,100,5.9,17.3,94.1,1.5,0,28.6,100,0,0,0,76,0,24,0,0,0,0,0.000000,1389400,4411,100,0,0,679607,61,1147000,1147000,3641,32,30,6,6,26,365000,1159,100,0,0,0,0,0,0,0
Trinity Basin Preparatory,057813,057 DALLAS,10,AA,1,526,7,92,1,0,88,37,4,30,0,0,96.8,1.1,.,0,.,61,85,93,74,49,97,67,61,.,.,62,.,.,.,.,.,58,33,3,2,31,57,5,2,100000,52000,18509,40447,28,9.1,15.9,97,1.7,6.1,41.9,18,3,79,0,88,6,0,6,0,0,0,0.000000,3764541,8479,85,1,13,14086,0,3719858,3711921,8360,50,14,3,27,6,1852013,4171,83,4,12,1,0,0,0,0
Dallas County Juv Justice,057814,057 DALLAS,10,EN,1,657,46,43,11,1,100,5,14,5,0,0,96.5,5,56.9,0,0,26,63,67,22,20,52,19,31,50,.,26,50,.,.,.,.,107,58,0,9,6,54,14,17,.,71332,64532,59760,77,6.1,11.3,48.3,8.7,13.8,23.3,69,3,22,5,85,11,0,3,0,0,0,0.000000,7515909,11422,78,0,22,193818,3,6573202,6573202,9990,65,10,16,0,10,4281280,6507,46,17,31,4,2,0,0,0
Faith Family Acad-Oak Cliff,057815,057 DALLAS,10,AU,1,1233,60,39,0,0,99.5,29,7,26,10,0,94.4,0,2.4,41,97.6,32,68,80,46,33,54,26,38,.,.,32,56,30.3,10,835,.,177,80,1,3,15,45,12,24,118750,71917,48055,39891,57,7,15.4,32.3,5.8,0,74.2,29,7,61,2,94,3,0,1,2,0,0,0.000000,12179635,9137,79,2,19,1384621,18,12374232,11557965,8671,68,9,2,11,9,7834220,5877,41,9,42,4,3,0,1,0
A W Brown-Fellowship Chart,057816,057 DALLAS,10,AA,2,1170,98,2,0,0,84,0,10,1,0,0,97.7,.,.,0,.,80,93,99,91,65,.,80,82,.,.,89,.,.,.,.,.,103,54,1,5,1,52,11,30,101430,66460,74736,44799,96,11.4,21.7,33.3,6.7,16.7,10.6,96,0,4,0,89,11,0,0,0,0,0,0.000000,8910724,8071,85,4,10,52225,1,8088442,7247510,6565,53,12,5,20,10,3841215,3479,72,13,15,0,0,0,0,0
Focus Learning Academy,057817,057 DALLAS,10,EA,1,325,79,20,0,1,86.5,0,23,0,0,0,94.4,0,.,0,.,49,74,78,70,42,.,44,65,.,.,49,.,.,.,.,.,27,25,4,0,0,93,4,0,140000,.,.,39910,96,12.2,13.1,76,2.4,4,75,92,4,4,0,100,0,0,0,0,0,0,0.000000,3678977,9656,81,6,13,211617,7,3445829,3317311,8707,47,20,2,12,19,1548383,4064,64,22,13,0,0,0,0,0
Lynacre Academy Charter,057818,057 DALLAS,10,NR,1,68,96,4,0,0,82.4,0,10,0,22,0,75.3,0,0,12,58.3,.,.,.,.,.,.,.,.,.,.,.,10,41.7,0,.,.,1,0,0,100,0,0,0,0,.,50000,.,.,100,68,.,0,.,0,100,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,-1244832,-534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jean Massieu Academy,057819,057 DALLAS,10,AU,1,91,34,52,13,1,73.6,0,52,0,12,0,92,0,.,1,.,17,59,40,47,15,43,29,15,.,.,13,.,.,.,.,.,17,9,0,6,6,56,0,32,.,45000,46800,32361,14,5.4,9.6,79,4.4,0,42.7,0,0,100,0,0,100,0,0,0,0,0,0.000000,1135749,9963,76,0,24,695940,62,1179198,1168142,10247,53,13,4,9,20,620012,5439,39,27,34,0,0,0,0,0
School of Lib Arts & Sci,057821,057 DALLAS,10,AA,1,640,3,97,0,0,64.8,26,3,17,0,0,96.5,4.7,.,0,.,68,93,89,81,58,90,45,69,.,.,71,.,.,.,.,.,67,36,3,5,26,54,11,2,112500,58000,22051,41740,26,9.6,17.8,94.4,1.4,13.9,47.5,6,6,86,3,90,0,0,8,1,0,0,0.000000,4299659,7889,86,1,13,140709,3,4346711,4342154,7967,57,15,5,17,6,2458653,4511,78,4,13,6,0,0,0,0
Honors Academy,057825,057 DALLAS,10,EA,7,819,24,29,46,2,53.1,1,13,1,63,0,93.9,1.2,28.6,117,46.5,39,79,82,46,44,70,20,43,47,60,35,63,.,23.7,972,.,105,59,4,5,12,57,0,22,75446,54275,33050,33191,49,7.8,13.8,95,0.7,28.7,60.5,48,5,42,5,87,3,0,0,10,0,0,0.000000,7401603,8326,83,2,15,2778104,47,7139874,7136282,8027,51,13,6,14,16,3630533,4084,50,15,23,0,11,0,0,0
Nova Academy (Southeast),057827,057 DALLAS,10,AA,1,282,51,48,1,0,94.7,25,5,23,0,0,96.4,.,.,0,.,61,83,77,74,54,.,54,65,.,.,60,.,.,.,.,.,37,20,5,3,14,54,19,5,79108,52500,29379,36586,79,7.6,14.1,71.1,4.6,30.1,61,70,0,30,0,80,5,10,5,0,0,0,0.000000,2452663,8919,78,1,21,591288,37,2162447,2162447,7863,68,14,3,6,9,1474857,5363,69,8,22,1,0,0,0,0
Winfree Academy Charter,057828,057 DALLAS,10,EA,6,1789,17,30,51,3,39.2,11,14,8,95,0,78.7,.,38.9,353,20.8,36,75,.,33,54,83,21,30,43,50,31,65,3,0,.,17.5,185,66,2,9,20,36,1,32,81486,37280,41241,40225,28,9.7,26.9,85.7,4.3,28.6,47.7,20,3,74,3,62,38,0,0,0,0,0,0.000000,12078894,6626,95,1,4,2499499,22,11333147,11176697,6131,46,7,16,21,11,5097158,2796,53,15,8,3,21,0,0,0
A+ Academy,057829,057 DALLAS,10,AA,1,957,9,75,15,1,84.4,35,8,32,21,5,96.5,0.5,3.1,34,96.9,52,80,83,61,54,79,30,52,55,.,53,93,65.4,17.6,875,.,151,63,1,3,21,42,14,19,50400,64472,36238,38240,46,6.3,15.1,58.1,6.7,35.5,60.8,20,11,63,6,57,9,3,15,4,12,0,0.000000,8936216,8990,86,5,9,1079187,19,8358961,8358961,8409,56,15,5,12,12,4651841,4680,63,17,9,8,1,0,3,0
Inspired Vision Academy,057830,057 DALLAS,10,AA,2,660,14,83,3,0,93.5,38,3,32,0,0,97.7,0,.,0,.,56,86,87,70,44,94,46,57,42,.,55,.,.,.,.,.,115,43,2,3,16,37,8,33,33161,54529,29391,39204,56,5.7,15.3,65.2,6,20.9,42.1,42,12,46,0,78,5,0,17,0,0,0,0.000000,3034166,4529,57,10,33,-524096,-16,5918263,5918263,8833,55,13,9,14,10,3265111,4873,65,8,14,12,0,0,1,0
Gateway Charter Academy,057831,057 DALLAS,10,AA,2,637,97,3,0,0,88.1,2,10,2,14,0,96.6,0,.,0,.,52,80,90,62,60,85,51,71,.,.,51,.,.,.,.,.,99,57,1,3,29,57,10,0,198600,55063,28722,38544,96,6.4,11.2,98,0.5,10.5,19.4,88,4,5,4,85,9,4,0,2,0,0,0.000000,4965906,8360,79,6,14,53540,1,4311487,4280414,7206,47,14,6,20,13,1989984,3350,65,14,15,0,0,0,5,0
Alpha Charter,057832,057 DALLAS,10,EA,1,218,50,31,19,0,61.5,9,17,6,28,0,87,7.7,26.2,37,39.3,33,78,88,38,29,57,29,31,45,.,37,21,3.2,.,.,.,24,15,8,4,17,62,8,0,58000,34000,30238,30763,41,9.1,14.7,100,1.1,6.7,16.9,53,0,40,7,92,2,0,0,7,0,0,0.000000,1819329,6971,95,1,5,0,0,1370718,1370718,5252,45,24,4,19,7,619897,2375,58,15,12,1,14,0,0,0
Educ Ctr International Acad,057833,057 DALLAS,10,AA,2,157,18,26,50,7,29.3,6,10,6,38,0,92.1,0,0,14,71.4,46,86,90,52,57,75,29,50,53,.,43,67,27.3,.,.,.,28,18,4,14,1,66,3,12,60000,32211,31500,25323,50,5.7,8.5,90.5,1.4,5.4,63.6,16,11,48,26,87,5,0,0,7,0,0,0.000000,721122,7924,91,3,6,13776,1,698132,698132,7672,44,21,14,20,2,304199,3343,80,12,6,0,1,0,0,0
Evolution Academy Charter,057834,057 DALLAS,10,EA,1,359,44,34,19,3,28.4,8,12,3,49,0,81.8,.,21.5,131,41.8,30,73,.,30,36,72,22,31,54,40,42,38,9.2,0,736,.,25,15,4,8,16,61,0,11,103426,61688,38219,41262,91,14.5,23.9,66.7,4.5,26.7,25,87,0,13,0,84,5,0,2,9,0,0,0.000000,2668126,7689,89,4,7,106527,5,1897436,1795721,5175,52,8,14,12,13,936847,2700,36,21,29,7,8,0,0,0
Golden Rule Charter,057835,057 DALLAS,10,AA,2,600,1,97,1,1,97.7,49,9,46,0,0,97.8,0,.,0,.,51,76,82,67,49,91,.,51,.,.,50,.,.,.,.,.,60,35,2,3,8,58,15,13,125000,68000,30534,35492,73,10,17.1,88.6,2.3,0,37,14,40,37,9,89,6,0,6,0,0,0,0.000000,4059027,8284,83,4,14,3473,0,3137483,3136222,6400,48,10,7,24,12,1502783,3067,54,13,28,5,0,0,0,0
St Anthony,057836,057 DALLAS,10,RE,2,231,99,1,0,0,50.2,0,4,0,0,21,97.8,2.1,.,0,.,76,95,95,84,70,.,76,.,.,.,68,.,.,.,.,.,27,15,4,15,4,57,2,19,52500,59706,22500,36927,93,8.6,14.9,58.1,5.9,6.5,66.7,87,0,13,0,97,3,0,0,0,0,0,0.000000,1970858,8644,79,16,6,0,0,1764805,1764769,7740,49,15,14,13,10,867463,3805,78,5,13,0,0,2,3,0
Kipp Truth Academy,057837,057 DALLAS,10,RE,1,197,62,38,0,0,82.7,7,11,7,0,0,96.4,0,.,0,.,69,86,96,84,72,.,61,82,.,.,73,.,.,.,.,.,27,10,5,13,0,38,15,29,64541,40958,.,44264,70,7.2,18.9,81.7,2.4,28.8,72.7,29,19,42,10,100,0,0,0,0,0,0,0.000000,1537628,9492,89,4,7,1031229,57,1664349,1664349,10274,50,14,8,12,17,830426,5126,92,8,0,0,0,0,0,0
Peak Preparatory,057838,057 DALLAS,10,AA,4,901,20,74,4,2,79.1,11,2,0,0,0,98.1,0,.,0,.,82,93,95,89,82,99,58,88,96,70,86,.,.,.,.,.,83,55,4,5,7,67,0,18,66680,38205,43354,42483,53,10.9,16.3,71.1,3.6,12.7,73.7,22,16,53,9,98,2,0,0,0,0,0,0.000000,2511572,7849,83,4,13,2763432,49,2311747,2309095,7216,68,7,4,15,7,1565999,4894,89,3,8,0,0,0,0,0
La Academia De Estrellas,057839,057 DALLAS,10,AU,1,271,8,88,4,0,87.1,58,7,58,0,0,95.8,.,.,0,.,47,61,89,58,.,.,33,45,86,.,44,.,.,.,.,.,32,21,2,2,3,65,0,28,75000,75000,47150,42682,57,8.5,13.1,90.3,1.3,14.5,43.5,5,39,52,5,40,0,0,60,0,0,0,0.000000,1781769,10240,76,0,24,387146,22,1437852,1437852,8264,69,6,7,10,8,989255,5685,64,7,23,6,0,0,0,0
