SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOT2P,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT10R,DA0708DR10R,DADC410R,DAGC410R,DA0GR10N,DA311TA11R,DA311TR11R,DA311TW11R,DA311TM11R,DA311TC11R,DA311TS11R,DB311TA11R,DH311TA11R,DW311TA11R,DD311TA11R,DE311TA11R,DACTA11R,DA0CT10R,DA0CC10R,DA0CS10R,DA0CA10R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Manor,227907,227 TRAVIS,13,AA,13,7173,24,60,11,4,79.4,32,8,32,24,7,95.2,0.8,13.9,65.6,243,65,82,86,77,76,92,60,63,79,87,61,81,61.1,9.1,862,16.4,959,494,1,6,19,52,9,14,89317,53880,34662,45563,49,7.5,14.5,59.7,7,18.7,17.5,13,22,56,9,73,10,2,13,1,1,360951,1.515000,84785603,12284,37,54,8,7861632,14,83009258,65354945,9469,58,6,5,10,20,38089815,5519,61,13,13,3,3,1,2,1,2
Eanes,227909,227 TRAVIS,13,EX,9,7691,1,11,73,15,2.7,2,7,2,15,13,96.4,0.2,0.9,96.4,567,96,99,99,98,97,99,93,92,96,96,90,99,.,77.8,1215,26.9,1097,574,1,2,11,52,8,26,108994,77635,60631,50620,17,7,13.4,28.1,13.6,36.5,8.1,0,6,92,2,67,17,4,1,2,10,1193259,1.203000,86789001,11592,16,79,5,17708164,15,90595742,73967062,9879,57,7,4,13,19,42181288,5634,65,27,2,1,2,1,3,0,1
Del Valle,227910,227 TRAVIS,13,AA,12,10673,11,82,6,2,86.9,32,10,31,19,3,95.5,0.2,3.3,89.7,582,69,84,84,80,79,93,64,68,79,84,67,91,44,10.5,889,18.1,1489,763,0,4,11,51,7,27,105187,64971,53386,47487,48,7.2,14,55.8,7.9,21,15.8,4,26,67,3,74,13,2,5,3,4,272967,1.530000,108689503,10834,41,47,12,30180140,38,137216378,92077624,9178,59,5,7,9,21,54316126,5414,53,16,20,7,2,0,1,1,0
Lago Vista,227912,227 TRAVIS,13,RE,3,1276,2,20,75,3,33.9,4,9,4,19,6,96.2,0,0,98.7,77,88,95,94,94,93,99,64,80,90,91,81,98,74.6,24,1009,20.8,157,98,1,4,7,62,13,11,109900,69601,52235,48019,2,8.1,13,26,12.3,21,6.2,0,2,98,0,81,10,0,2,2,5,1106271,1.180000,14635375,11957,22,73,5,1773904,11,14639008,12732180,10402,61,5,6,10,18,7790733,6365,70,16,5,1,2,1,4,1,1
Lake Travis,227913,227 TRAVIS,13,EX,9,6940,1,20,71,8,14.6,6,7,6,20,12,95.5,0,1.6,94.8,415,94,98,98,97,97,99,86,88,95,96,83,99,92.3,59.2,1136,25.1,933,474,2,2,7,51,10,29,112011,78875,59920,48684,19,7.4,14.6,31.4,11.8,27.8,10.7,0,11,86,3,70,11,3,1,3,12,978021,1.316000,76259996,11650,19,77,4,23687622,28,85486908,57157660,8732,58,7,4,11,20,32968086,5036,67,16,2,3,3,3,4,2,0
Groveton,228901,228 TRINITY,06,RE,2,729,8,11,75,7,59,2,12,2,28,7,95.5,0,2.2,95.6,44,75,87,88,82,86,97,54,83,76,71,69,90,60.5,13,912,21,132,66,2,2,2,50,20,25,88250,62650,37009,41769,13,5.5,11.1,30.5,14.1,7.7,13.6,5,3,91,2,76,6,7,1,10,0,315519,1.040000,9352702,13136,49,31,20,2643176,39,10057046,8212623,11535,56,10,5,10,20,4591749,6449,43,31,13,0,7,1,3,1,1
Trinity,228903,228 TRINITY,06,AU,4,1201,18,20,59,3,81.7,9,11,9,36,6,93.7,0,15.3,80.6,59,59,83,81,72,67,93,37,59,65,79,54,92,49.1,19.2,989,19.2,195,95,1,4,4,49,16,26,71871,60610,52946,40471,25,6.2,12.6,44.2,10.4,18.5,23.1,7,3,85,4,72,10,6,1,8,3,231205,1.144000,12251691,10278,57,24,18,2522281,27,12202197,11330300,9505,58,5,6,10,21,6617866,5552,49,16,23,2,4,1,5,0,1
Centerville,228904,228 TRINITY,06,AA,2,161,0,9,88,3,60.2,0,12,0,28,6,95.6,0,20,80,8,56,80,80,73,63,77,.,60,56,.,48,80,50,.,.,.,30,15,8,3,2,50,13,23,67715,52404,45444,39760,3,5.4,10.7,26.7,12.6,20,28.2,0,0,100,0,72,5,10,0,13,0,161837,1.170000,1740134,11448,67,19,14,-107854,-7,1896610,1828924,12032,61,11,2,10,16,1119436,7365,61,10,12,0,12,1,3,1,0
Apple Springs,228905,228 TRINITY,06,AA,2,194,6,4,88,2,52.1,0,18,0,21,6,95.2,0,.,.,2,72,92,80,83,77,90,.,33,73,.,64,71,.,40,934,.,39,21,3,3,4,52,16,23,75100,64706,48147,42204,25,4.9,9.4,22.8,17.4,26.1,2.9,0,5,95,0,84,3,0,0,11,2,150769,1.040000,2332635,12086,69,16,15,232591,11,2447188,2276454,11795,56,9,6,11,18,1275466,6609,59,14,15,0,5,0,6,1,0
Colmesneil,229901,229 TYLER,05,AA,2,468,3,3,92,2,56.2,0,11,0,40,3,95.1,0,4.3,93.5,44,77,91,87,85,85,97,40,56,78,.,71,96,57.5,13,934,19.4,72,38,2,3,2,53,11,29,73529,62428,47079,41879,8,6.5,12.4,21.1,13.4,14.2,25.6,0,3,97,0,76,8,6,0,9,1,244806,1.040000,4877292,10036,62,26,12,930709,22,4740406,4218596,8680,59,7,6,11,18,2466445,5075,56,10,21,0,6,0,5,1,1
Woodville,229903,229 TYLER,05,RE,4,1276,26,6,62,6,62.8,3,15,3,20,4,95.3,0,0,94.9,75,78,93,90,85,85,92,65,84,82,77,73,97,61.2,22,921,24.4,273,120,1,2,7,44,18,28,83573,63367,51157,43874,22,4.7,10.7,28,11.8,15.3,10.7,6,3,89,3,80,11,3,0,6,0,709353,1.110000,18053633,13855,27,58,15,2755788,20,18240867,15992787,12274,56,8,4,13,20,8968772,6883,47,27,15,0,4,0,5,1,1
Warren,229904,229 TYLER,05,RE,4,1239,2,4,90,4,50.7,0,8,0,24,3,95,0,3.4,96.6,86,78,92,89,87,84,92,71,82,78,89,71,95,56.2,17.1,966,20.1,183,97,2,4,4,53,11,27,77983,64293,47603,41969,9,6.8,12.8,34.1,12.2,12.1,13.6,0,4,95,1,81,6,7,0,4,2,203827,1.370000,11628300,9539,59,35,6,3209281,33,24008263,9786099,8028,55,7,7,12,20,5362476,4399,70,9,12,0,5,0,4,0,0
Spurger,229905,229 TYLER,05,AA,2,380,0,4,93,3,58.4,0,13,0,22,2,94.5,0,0,100,19,72,94,92,81,82,97,.,.,73,50,68,100,58.3,14.3,.,17.8,66,36,2,3,4,55,6,31,92004,60043,42455,40095,2,5.7,10.4,27.5,12.1,16.4,3,0,3,97,0,79,10,3,0,5,3,176454,1.310000,3882205,10814,68,22,9,1361682,39,3977857,3658246,10190,52,10,9,12,18,1898623,5289,60,15,14,0,5,1,4,0,0
Chester,229906,229 TYLER,05,AA,2,183,10,3,86,1,47,1,15,0,27,3,95.1,0,0,100,18,68,89,94,76,83,91,33,60,73,.,60,78,76.5,0,868,15,36,16,3,0,6,46,5,40,75000,.,33106,41683,13,5.2,11.3,18.5,14.8,18.5,21.9,6,6,86,2,92,0,0,0,7,1,337197,1.086000,1829578,9998,49,39,12,111710,7,2104435,1976533,10801,50,11,7,15,18,983003,5372,56,12,19,0,6,0,6,1,0
Big Sandy,230901,230 UPSHUR,07,AA,3,708,13,8,75,4,69.9,3,12,2,25,6,95.8,0,5.6,94.4,33,70,89,84,79,81,91,46,53,75,82,64,95,58.1,0,920,18.1,134,71,3,4,7,53,9,24,74324,59965,53985,41129,11,5.3,10,29.7,14.2,18,12.4,8,3,87,1,83,6,6,1,4,0,250570,1.320000,11277213,16042,39,34,28,2080845,34,15713884,9247324,13154,61,6,6,8,20,5600216,7966,45,39,9,0,3,1,3,1,0
Gilmer,230902,230 UPSHUR,07,AA,4,2422,16,11,70,4,55,5,9,5,21,5,95.3,0,3.9,91,142,75,88,89,83,86,96,56,75,80,70,68,95,63.7,13.9,958,18.6,374,194,2,3,6,52,10,28,86771,70994,53009,43937,19,6.5,12.5,35.7,12.5,19.6,17.8,9,2,89,1,85,6,4,1,4,1,357966,1.195000,23508735,10004,40,50,10,2924171,15,22747556,20749950,8830,55,4,6,11,25,11324373,4819,63,11,13,1,4,1,6,1,0
Ore City,230903,230 UPSHUR,07,RE,3,843,11,12,76,1,63.8,5,14,5,28,6,95.1,0,2.2,95.6,55,77,90,91,86,86,96,66,68,80,86,72,95,34.1,26.7,.,21.9,151,71,3,3,5,47,16,27,71396,59101,49542,42736,12,5.6,11.8,35.5,11.9,18.2,16.3,1,1,97,0,74,9,5,1,9,1,165586,1.285000,9138422,10931,64,23,13,1524248,15,17601663,8045672,9624,62,6,5,11,17,4949776,5921,55,16,18,0,5,0,5,0,0
Union Hill,230904,230 UPSHUR,07,AA,2,309,12,15,68,5,64.1,7,8,7,37,5,96,0,4.2,95.8,21,73,94,93,85,77,94,41,68,80,80,69,96,78.9,6.7,.,18.6,60,32,2,7,8,54,8,21,98000,37879,35435,40432,10,5.2,9.7,21.9,12.4,18.8,23.2,6,0,87,6,90,2,0,3,5,0,290768,1.040000,3218173,10763,54,33,12,1290040,40,3762232,3050872,10204,59,8,4,10,19,1804394,6035,58,12,16,1,6,1,7,1,0
Harmony,230905,230 UPSHUR,07,AA,4,1079,0,15,82,2,51.2,5,8,5,35,8,96.1,0,2.6,93.5,72,76,93,92,81,85,95,.,67,77,78,67,96,83.3,16.4,924,21,164,83,3,7,6,50,15,19,53886,45446,37537,42973,5,6.6,13,16.9,15.5,14.5,9.5,0,2,95,2,87,5,0,1,7,0,354172,1.112000,9751902,9114,44,49,8,1450651,16,9860136,8784344,8210,59,4,6,12,19,5154639,4817,65,12,10,1,7,1,4,1,0
New Diana,230906,230 UPSHUR,07,AA,4,986,8,9,78,5,38.9,3,6,3,29,8,96.4,0,1.3,97.4,76,85,95,94,91,90,98,59,87,88,83,78,100,61.5,20,1001,20.2,155,82,2,4,5,53,12,25,75791,60763,47598,41545,14,6.4,12.1,93.9,2.1,12.7,8.9,1,2,93,3,79,6,3,0,7,4,164059,1.120000,9391795,9583,68,24,8,332470,4,9516919,9097423,9283,59,7,5,10,19,5328833,5438,68,11,9,1,5,0,5,1,0
Union Grove,230908,230 UPSHUR,07,RE,3,750,1,11,84,4,39.3,1,6,1,29,9,96,0,0,98.1,52,77,93,93,83,84,93,.,76,77,79,77,95,55.3,15.4,991,19.3,113,61,2,3,8,54,9,25,78700,66211,37473,43040,5,6.6,12.3,23,18.1,21.4,15,0,2,95,3,79,5,5,0,10,0,250194,1.295000,8319780,11304,53,39,8,2344947,35,7509776,6776602,9207,58,6,6,11,19,3920122,5326,67,9,7,0,11,0,4,1,0
McCamey,231901,231 UPTON,18,AA,3,483,2,68,29,1,51.6,3,6,2,20,3,95.6,0,3.1,93.8,32,68,83,91,78,71,94,67,63,76,83,60,94,77.8,19,.,18.6,94,47,1,3,6,49,7,33,104740,77315,55812,48648,45,5.1,10.4,33.3,10.7,23.4,12.5,2,24,67,6,83,7,1,2,5,2,3165677,1.323000,12114686,25398,22,72,7,926729,5,16270326,8540906,17905,47,11,5,15,22,3991823,8369,51,21,15,1,5,1,7,0,0
Rankin,231902,231 UPTON,18,AA,2,228,1,41,56,2,47.8,5,7,5,24,5,96.5,0,0,100,16,70,87,96,86,72,98,.,49,83,.,58,100,.,14.3,.,19.3,51,21,3,4,6,41,18,28,75259,68982,48163,45921,16,4.5,10.8,23.7,11.4,17.2,9.6,0,14,85,1,83,2,7,1,7,0,10758249,1.127000,7305403,30824,19,77,4,2219572,8,6258214,4141579,17475,49,14,8,14,15,2036089,8591,64,6,15,1,5,2,6,1,0
Gabriel Tafolla Academy,232801,232 UVALDE,20,AU,1,76,0,92,7,1,86.8,0,15,0,0,0,91.8,0,.,.,3,27,60,82,27,33,.,.,24,.,.,24,44,.,.,.,.,14,7,4,11,0,51,0,34,60000,31147,.,31072,70,5.6,11.1,100,1.3,0,73.2,0,85,15,0,100,0,0,0,0,0,0,0.000000,1174179,10872,79,1,20,-207442,-29,1119050,1119050,10362,47,24,2,17,10,526364,4874,32,15,50,0,3,0,0,0,0
Knippa,232901,232 UVALDE,20,RE,1,255,0,59,39,2,53.7,3,7,3,29,11,95.9,0,0,80,8,87,94,.,94,90,98,.,78,98,.,76,100,87.5,42.9,1072,23.4,43,21,5,5,2,48,16,24,73303,52184,47921,43225,47,5.9,12.2,21.2,19.1,28.4,9.5,0,14,86,0,74,7,6,1,8,3,186549,1.109000,2391643,10007,63,27,11,387716,19,2767757,2578342,10788,63,7,3,12,16,1615657,6760,67,9,14,0,3,0,6,1,0
Sabinal,232902,232 UVALDE,20,AA,3,525,1,72,26,2,72.8,5,10,5,36,8,95.2,0,5.7,80,27,63,82,74,75,78,91,.,61,71,83,58,97,95.7,0,866,16.4,88,44,1,3,13,50,6,28,97300,71263,56850,40653,46,6,11.9,43.1,11.3,2.5,11.4,2,27,71,0,82,2,8,1,7,1,391735,0.870000,7313251,14482,57,27,16,1482612,23,6966749,6235459,12347,59,8,4,11,18,3701331,7329,44,30,15,0,4,0,5,1,0
Uvalde Cons,232903,232 UVALDE,20,AA,9,4888,0,88,10,1,78.9,6,11,6,25,9,93.2,0.5,10.7,78.6,315,62,83,87,73,68,90,50,59,81,80,57,84,39.3,9.8,865,16.8,723,357,1,3,7,49,12,27,85106,61694,54318,41843,64,6.8,13.7,40,10.6,17,20.1,0,52,47,1,60,13,13,3,4,6,164535,1.163000,49748788,10008,57,22,22,1243953,4,50838085,47220046,9499,58,5,5,10,22,27147743,5461,46,16,26,0,3,0,3,3,1
Utopia,232904,232 UVALDE,20,RE,1,209,1,14,84,1,44,5,11,5,39,6,95,0,0,100,19,79,91,.,89,87,92,.,74,80,.,77,100,81.3,23.1,1043,21.1,40,22,6,3,4,55,10,23,65863,76000,44818,36692,15,5.2,9.6,22.9,12.8,4.6,9.6,0,5,95,0,78,5,10,0,8,0,799100,1.040000,2944103,13567,33,60,7,977568,38,3515763,2593702,11953,51,7,6,12,24,1330784,6133,68,11,11,1,9,1,0,0,0
San Felipe-Del Rio Cons,233901,233 VAL VERDE,15,AA,13,10346,1,92,6,1,71.4,17,10,15,25,9,95,0.1,7.2,80.9,611,65,83,88,76,72,90,71,64,81,89,60,87,50.7,14.6,933,17.7,1397,654,1,2,7,47,12,32,79525,67295,57183,45917,82,7.4,15.8,32,13.8,18.3,12.3,1,72,26,1,70,7,2,11,4,5,141406,1.185000,95178209,9278,62,18,20,30313071,39,96543789,84308173,8219,61,6,4,11,18,51203141,4992,48,11,22,10,4,1,3,1,0
Comstock,233903,233 VAL VERDE,15,RE,1,210,1,49,44,6,27.1,0,9,0,26,5,97.1,0,0,100,16,84,95,97,87,90,.,.,81,85,.,73,100,86.7,30.8,949,19.5,34,20,3,3,0,59,15,21,70499,67000,.,46883,35,6.2,10.5,20,14.5,25,10,0,30,70,0,93,3,0,1,2,0,882194,1.200000,2891477,14244,29,68,3,441700,16,2831389,2335050,11503,54,10,4,10,21,1265591,6234,67,9,10,0,3,4,5,2,0
Ranch Academy,234801,234 VAN ZANDT,07,EA,2,96,14,15,68,4,52.1,0,33,0,23,0,98.8,2.1,50,41.2,17,50,80,.,63,58,67,.,.,53,.,47,80,5.9,.,.,.,22,14,14,14,8,65,0,0,54814,50459,43698,40095,5,4.4,6.9,14.3,16.6,42.9,30.8,0,0,93,7,73,11,0,7,9,0,0,0.000000,1886470,21437,79,6,15,658496,42,1558454,1558454,17710,62,5,19,8,7,958963,10897,48,32,19,0,0,0,0,1,0
Canton,234902,234 VAN ZANDT,10,EX,4,2019,3,9,84,5,42.4,3,9,3,21,8,96.7,0,2.8,94.4,141,88,96,94,94,91,97,67,89,89,89,83,100,44.3,43.1,1052,23.2,233,143,2,3,5,62,14,14,74103,63469,51049,43739,4,8.7,14.1,27.1,13.7,17.6,12.9,0,1,91,8,71,9,9,0,4,6,297185,1.471000,19533006,9855,45,50,5,3657203,25,17713931,14635057,7384,60,5,5,12,19,8713681,4396,64,15,8,0,5,0,5,2,0
Edgewood,234903,234 VAN ZANDT,07,RE,4,901,6,7,84,3,49.7,1,12,1,28,11,95.9,0.6,0,96.9,65,80,92,88,85,89,96,88,79,79,82,74,93,33.3,27.8,966,21,145,81,2,3,8,56,7,24,82956,77080,51522,45451,5,6.2,11.2,18.3,15.7,9.9,7.6,1,2,95,1,72,13,4,0,7,4,229032,1.204000,12004617,12798,49,32,19,821308,10,12092675,10891718,11612,56,5,5,11,24,6100745,6504,43,39,8,0,5,1,3,1,0
Grand Saline,234904,234 VAN ZANDT,07,AA,5,1102,1,20,76,3,60,8,10,8,25,7,95.8,0,0,96.3,83,69,90,88,75,86,95,67,60,71,79,62,96,53.6,2.7,931,21.2,163,86,1,5,5,53,12,25,81438,65900,50572,45145,8,6.8,12.8,34.8,11.4,14.5,7.1,0,1,98,1,75,8,6,2,5,4,210853,1.203000,13335460,11739,66,27,7,5155734,51,10590449,9818036,8643,57,6,6,11,20,5626132,4953,54,12,19,1,5,1,5,2,1
Martins Mill,234905,234 VAN ZANDT,07,RE,2,489,2,15,80,3,50.3,6,10,6,34,5,96.9,0,5.4,86.5,34,83,93,94,90,91,97,44,72,85,89,77,91,76.9,35,1054,21.8,81,45,4,2,4,55,12,23,66026,68689,41147,42392,2,6.1,11,17.9,14,14.4,9.7,0,0,100,0,89,6,0,0,6,0,181386,1.183000,5293055,10715,67,25,9,1768432,41,6842784,4473741,9056,59,6,6,11,19,2616539,5297,61,13,9,0,9,0,5,2,1
Van,234906,234 VAN ZANDT,07,RE,4,2308,3,17,78,3,50.6,5,11,5,28,5,95.4,0.3,2.5,93.9,159,81,92,89,89,87,95,59,74,83,76,74,92,47.1,28.8,1035,21.3,335,166,2,3,6,49,11,29,91242,66831,56969,45289,6,6.9,13.9,27.9,12.4,18.8,12.2,1,1,98,1,76,10,3,2,6,4,251467,1.559000,23186925,10094,52,38,10,2588409,15,25393068,20156518,8775,51,7,6,14,22,10171217,4428,71,10,11,0,4,0,4,0,0
Wills Point,234907,234 VAN ZANDT,10,AA,5,2620,5,16,74,5,61.1,4,12,4,29,5,95.2,0.2,6.4,88.1,182,70,89,89,79,81,92,55,65,72,70,63,85,53.9,28,1018,20.6,393,192,1,2,7,49,12,28,98999,66258,51327,44756,14,6.7,13.6,26.8,12.9,19.6,10.5,3,3,88,6,74,9,8,2,6,1,190101,1.145000,23599661,8836,62,25,13,4375575,22,26066788,21723750,8133,56,6,5,10,23,12231022,4579,57,17,11,2,5,2,4,1,1
Fruitvale,234909,234 VAN ZANDT,07,AA,3,430,1,13,82,4,67.9,3,12,3,33,12,95.9,2,0,96.6,31,67,88,79,76,82,92,.,63,67,70,58,100,41.7,0,922,18.8,76,36,3,4,7,47,14,26,73168,64909,41475,42717,3,5.6,12.1,28.2,11.1,18.3,31,0,0,98,2,81,3,9,1,6,0,135395,1.170000,4481547,10645,71,17,12,1108598,31,4257678,3959315,9405,58,7,5,10,20,2290959,5442,54,15,20,0,4,1,5,1,1
Outreach Academy,235801,235 VICTORIA,03,AA,1,307,12,56,30,2,92.2,0,7,0,0,3,94.7,.,.,.,0,68,79,80,81,67,.,56,70,73,.,63,.,.,.,.,.,47,11,2,2,0,23,32,40,63000,42000,36225,33101,62,6.5,28,63.5,7.6,0,50,0,18,82,0,100,0,0,0,0,0,0,0.000000,1733617,7952,89,2,10,-996942,-52,1822643,1817522,8337,44,22,2,14,18,798842,3664,65,2,13,4,8,9,0,0,0
Bloomington,235901,235 VICTORIA,03,AA,4,844,4,85,10,1,80.6,12,11,11,21,4,94.6,0,7.1,90.5,40,71,90,87,83,75,89,74,69,84,.,71,88,46.2,5.6,906,18.3,130,60,1,3,7,46,9,34,56814,71000,50712,43329,44,6.5,14.1,37.5,11.6,15,30.1,3,27,68,2,63,8,9,11,5,5,170600,1.515000,9878976,11514,61,22,17,1016199,14,14540766,9094133,10599,51,6,5,16,23,4610940,5374,59,11,20,1,4,1,4,1,0
Victoria,235902,235 VICTORIA,03,AA,27,13769,8,61,29,2,65.3,3,11,3,29,5,94,0.3,8.2,75,683,67,86,92,77,75,91,52,61,82,74,59,87,32.3,25.5,994,19.7,2106,971,2,3,9,46,12,28,71255,62354,49851,44547,41,6.5,14.2,34.6,12.4,15,12.7,5,19,75,1,70,10,8,2,4,5,311990,1.323000,128330420,9381,38,49,13,12962436,13,191375590,112445361,8220,57,5,5,9,23,64470428,4713,60,17,13,2,3,2,3,0,0
Nursery,235904,235 VICTORIA,03,AA,1,111,1,37,55,7,46.8,5,11,5,0,19,97.2,.,.,.,0,70,97,83,75,68,.,.,68,69,.,56,.,.,.,.,.,17,10,6,0,2,62,12,18,65920,.,49357,45854,12,6.7,10.7,16.9,19.2,19.3,11.1,0,0,93,7,90,10,0,0,0,0,1621674,1.100000,1915429,17256,18,75,7,400922,17,1743300,1106509,9969,54,6,7,14,18,594502,5356,72,8,17,0,0,4,0,0,0
Raven,236801,236 WALKER,06,EA,1,110,40,43,16,2,100,2,29,2,100,0,.,.,0,0,0,67,73,.,20,.,.,55,73,.,.,67,25,.,.,.,.,35,16,3,9,22,46,20,0,36000,63000,29353,46285,37,3.1,6.9,25,12.5,18.8,33.3,25,6,69,0,44,0,0,0,56,0,0,0.000000,2788786,20506,77,0,23,2090890,98,3010416,3010416,22135,65,2,10,13,10,1956972,14390,21,8,34,0,35,0,0,2,0
New Waverly,236901,236 WALKER,06,AA,4,884,23,12,60,4,52.4,3,10,3,26,7,95.5,0,1.6,87.3,59,81,95,98,87,87,94,67,74,88,88,72,94,59.3,21.9,1118,20.6,151,73,3,3,7,49,15,24,71174,71164,55159,43023,26,5.9,12,25.9,14.2,12.2,9.7,16,1,80,2,78,11,3,0,6,2,225873,1.270000,9485220,10527,62,28,10,1421089,18,9478432,8599660,9545,55,7,6,11,21,4764917,5288,56,19,11,1,5,0,5,1,2
Huntsville,236902,236 WALKER,06,AA,10,6243,25,29,43,3,62.1,11,8,11,26,6,95.4,0.3,6,88.8,362,71,87,92,80,77,95,54,66,81,89,63,94,71.9,23.2,985,19.2,865,438,2,3,8,51,9,27,75586,62754,49329,42448,26,7.2,14.3,44.6,10.3,13.8,16.2,10,6,84,0,66,11,6,5,6,7,283677,1.210000,56001919,8932,47,40,13,13418767,29,54186621,47676672,7604,57,6,5,13,19,27333636,4359,56,16,15,1,5,1,3,2,2
Hempstead,237902,237 WALLER,04,AA,4,1513,28,49,21,2,75.2,22,12,20,26,10,95.5,0,5.6,86.7,82,72,88,93,82,76,94,63,72,81,83,69,88,71.2,8.5,793,17.3,226,121,1,3,8,54,10,24,85528,70810,57401,46558,49,6.7,12.5,42.2,9.5,24.2,18.9,23,13,60,3,66,11,7,7,6,3,268955,1.380000,16241361,10828,47,37,16,989733,8,17300811,14498130,9665,62,5,5,10,17,8986980,5991,49,17,20,4,5,1,4,1,1
Waller,237904,237 WALLER,04,RE,9,5428,12,44,40,4,63.2,22,7,30,22,4,96.1,0.2,3.1,93.9,336,80,92,95,88,89,96,73,78,84,81,76,97,54.2,16.9,966,19.5,717,350,1,3,8,49,7,31,95888,64548,57398,48142,34,7.6,15.5,44.9,9.4,23,12.6,9,18,71,1,68,7,5,7,4,8,325376,1.440000,53430223,9937,45,46,9,6465808,16,67259007,46749504,8694,57,7,5,12,19,26701652,4966,55,13,18,7,2,1,3,1,0
Royal,237905,237 WALLER,04,AA,4,2034,22,65,12,2,81.2,26,8,23,35,4,95.1,0.3,6.4,82.7,89,65,83,81,77,80,89,54,65,82,75,63,92,64.5,4.1,921,17.5,276,161,3,3,9,59,11,16,75844,70560,51098,45084,52,7.4,12.6,51.4,9,8.1,15.3,24,24,51,1,62,13,4,12,7,2,361451,1.630000,23741954,11553,44,45,11,1808652,10,33070787,19376803,9429,58,6,5,8,23,11184235,5442,48,18,11,11,6,1,3,2,2
Monahans-Wickett-Pyote,238902,238 WARD,18,AA,6,1968,6,57,36,1,54,5,10,5,25,3,95.5,0.3,7.9,88.2,143,72,87,87,82,78,94,53,69,79,85,66,93,59.5,19.4,956,20.5,314,148,2,3,5,47,16,27,98157,67691,49480,46198,40,6.3,13.3,26,14.3,14.2,7.3,1,20,78,0,73,9,6,4,4,3,700408,1.205000,22211261,11229,23,69,9,10762207,59,30658936,18539893,9373,55,5,6,14,21,10097355,5105,60,15,13,0,3,0,6,1,1
Grandfalls-Royalty,238904,238 WARD,18,AU,1,113,0,70,30,0,62.8,0,14,1,30,0,95.5,0,16.7,83.3,10,65,78,50,70,75,84,.,59,80,.,63,.,28.6,.,.,.,30,17,3,3,0,57,7,30,80000,55000,.,42057,33,3.8,6.6,47.1,11.8,11.8,22.2,0,12,82,6,85,2,6,0,7,0,1073514,1.079000,2276165,18505,45,47,9,266148,13,2315894,2070990,16837,55,12,7,14,13,1129994,9187,64,10,13,0,7,0,7,0,0
Brenham,239901,239 WASHINGTON,06,AA,8,4872,23,27,47,3,55.2,10,13,10,29,8,95.7,0,1.6,90.8,318,77,89,91,86,85,93,55,73,88,87,67,96,41,26.1,1014,19.5,666,362,1,3,7,54,15,20,86819,66969,54183,44239,17,7.3,13.5,24.2,14.4,17.6,9.8,8,3,89,0,75,14,3,1,7,1,411411,1.118000,45829275,9341,36,54,10,8325095,23,48061310,41769462,8514,58,6,5,11,21,24028622,4898,58,19,8,1,5,3,4,1,2
Burton,239903,239 WASHINGTON,06,AU,2,371,20,13,65,2,53.4,4,11,4,37,7,96.1,0,0,100,22,76,91,89,82,85,96,43,66,86,.,65,88,72.2,23.1,855,.,68,38,1,3,1,56,7,31,96285,71330,46456,42706,17,5.5,9.8,31.3,12.1,7.9,10.8,8,3,89,0,82,6,5,0,6,1,1002807,1.160000,4643960,13699,20,73,7,856667,18,5493037,3989828,11769,57,8,7,13,15,2256444,6656,66,10,12,0,4,0,7,2,0
Gateway (Student Alt),240801,240 WEBB,01,EA,2,475,0,99,0,0,96,2,22,2,11,0,89.1,.,6,75.1,254,25,56,.,36,37,82,.,25,.,.,25,35,3.7,0,.,.,83,33,1,6,6,39,1,46,49882,56022,39620,38112,96,5.7,14.5,48,8.2,6.1,22.4,0,94,0,6,82,9,0,0,8,0,0,0.000000,6008125,11666,87,2,11,0,0,4955326,4922688,9559,46,12,12,18,12,2251464,4372,46,23,28,0,4,0,0,0,0
