SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT09R,DA0708DR09R,DADC409R,DA0GR09N,DAGC409R,DA311TA10R,DA311TR10R,DA311TW10R,DA311TM10R,DA311TC10R,DA311TS10R,DB311TA10R,DH311TA10R,DW311TA10R,DO311TA10R,DE311TA10R,DACTA10R,DA0CT09R,DA0CC09R,DA0CS09R,DA0CA09R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Spring,101919,101 HARRIS,04,AA,36,35276,40,40,16,5,68.2,17,9,17,23,15,95.4,1.5,10.2,1718,82.8,69,88,92,77,77,94,61,71,81,88,65,87,55.7,13.6,916,18.2,5001,2353,1,2,9,47,8,33,97101,75352,58721,48690,53,7.1,15,52.7,8.4,19.4,16.6,25,16,58,2,63,13,1,10,5,8,224752,1.460000,323141618,9537,51,41,8,23015413,9,426947026,281358610,8304,57,5,6,11,20,160912146,4749,48,30,8,7,3,1,2,1
Spring Branch,101920,101 HARRIS,04,RE,46,32415,7,57,30,7,57.3,34,9,33,17,6,96,0.5,7.2,1818,87.5,78,89,94,86,85,96,66,68,94,94,66,93,84.1,45.2,1060,23.1,4374,2298,1,3,10,53,8,25,110248,80269,62239,50971,42,7.4,14.1,34.2,12.1,24.2,11.8,6,22,70,2,68,13,3,5,3,9,597899,1.395000,352222989,10896,23,67,10,38968050,15,392041361,290217295,8978,61,5,6,10,17,177025008,5476,52,17,12,14,3,0,2,1
Tomball,101921,101 HARRIS,04,RE,13,10212,7,22,66,5,23.8,11,7,10,27,8,95.7,0.3,5.3,586,86.7,85,95,95,90,90,98,70,78,88,94,71,95,61.3,32.4,1029,21.3,1378,649,1,3,8,47,10,31,104008,75746,59601,51337,19,7.4,15.7,29.3,11.9,18.9,9.4,1,8,90,0,70,8,2,7,4,9,493393,1.360000,98750626,10213,25,70,4,24169064,30,145966270,75783998,7838,57,6,6,12,19,42843223,4431,68,16,4,5,3,1,2,1
Sheldon,101924,101 HARRIS,04,RE,11,6525,24,60,14,3,78.1,29,6,30,15,4,96.1,0.1,9.8,262,76.1,68,85,89,78,77,96,61,68,75,80,66,82,46.2,2.6,839,16.3,1015,459,2,3,11,45,7,32,92668,72032,58179,48991,51,6.4,14.2,61.3,7.4,20.1,15.5,26,22,51,1,64,8,1,23,3,2,695976,1.430000,74862043,12123,24,67,9,11045254,18,100531474,57296084,9279,56,7,5,13,19,32225041,5219,58,14,11,11,2,0,3,1
Huffman,101925,101 HARRIS,04,AA,6,3150,2,14,83,1,34.1,4,8,4,26,7,95.9,0,11.1,202,87.6,80,94,94,86,87,96,75,72,82,92,72,94,49.5,19.8,967,20.9,405,192,1,3,8,47,7,34,95929,67172,51781,46579,8,7.8,16.4,38.7,10.8,14.6,14.8,1,0,99,0,71,9,5,0,6,9,243303,1.470000,28274721,9289,48,46,6,6001155,28,38186530,21972775,7218,56,7,6,12,20,12234963,4019,70,14,7,0,5,1,3,1
Karnack,102901,102 HARRISON,07,RE,2,183,60,8,32,1,92.3,3,14,3,31,20,95.8,0,5.3,18,94.7,67,85,91,77,79,94,58,67,83,.,65,100,75,0,.,17.1,49,23,3,4,12,47,12,21,74269,63421,35605,38023,65,3.7,7.8,46.9,11.6,8.5,42.2,59,0,41,0,67,7,12,1,12,1,1350762,1.040000,3441079,17738,15,68,17,515744,17,3019970,2829785,14587,52,10,7,16,16,1464289,7548,48,13,28,0,7,0,3,0
Marshall,102902,102 HARRISON,07,AA,11,5776,41,25,34,1,68.9,12,10,15,20,14,95.3,0.2,7.8,371,88.4,67,84,93,76,74,91,54,69,80,90,59,84,50.2,17.5,968,19.3,948,442,1,4,6,47,15,28,82791,63073,48457,42252,46,6.1,13.1,41,11.4,15.4,15.7,26,5,67,1,80,6,0,5,4,4,469003,1.040000,48663326,8387,27,57,16,8481633,20,49903730,47272286,8148,59,5,6,9,21,27804931,4792,60,14,15,3,3,1,3,0
Waskom,102903,102 HARRISON,07,AA,3,790,23,21,56,0,59.1,10,13,9,42,4,96,0.7,7.5,36,90,68,86,91,80,67,88,54,57,76,.,60,93,67.7,14.3,1048,19.1,135,74,1,2,3,55,17,22,76749,62987,46620,38268,18,5.8,10.6,40.3,11.5,11.4,26.1,7,1,92,0,76,12,0,1,11,0,580675,1.170000,8248679,10897,28,65,8,1348751,19,7468440,6476870,8556,60,6,5,11,19,3884748,5132,57,15,14,1,7,0,5,0
Hallsville,102904,102 HARRISON,07,EX,7,4259,8,8,82,2,42,2,10,2,30,7,96.7,0,4.1,308,93.6,90,97,97,95,93,99,77,85,92,95,86,94,49.8,24.3,969,19.6,694,335,1,2,7,48,11,30,84589,71507,51800,44866,13,6.1,12.7,34.8,12.2,12.2,14.1,3,1,96,0,72,8,8,1,5,6,633849,1.353000,46804125,11248,22,73,5,4872097,12,56686214,38540158,9262,53,8,5,14,19,20558467,4941,69,17,5,1,4,0,4,0
Harleton,102905,102 HARRISON,07,EX,3,736,4,4,91,1,38.3,1,11,1,35,6,95.9,0,0,42,100,89,99,99,91,92,98,71,90,90,.,83,98,72.2,30.8,1028,20.9,117,59,2,2,4,51,12,29,74467,60987,46996,41667,3,6.3,12.4,25.2,14.1,17.6,8.2,2,2,97,0,82,5,5,0,8,1,236719,1.250000,7172882,10074,62,31,7,2248029,37,6632499,6251259,8780,51,5,5,18,21,3194387,4486,63,11,15,0,6,0,5,0
Elysian Fields,102906,102 HARRISON,07,AA,3,1010,15,4,80,0,48.1,1,12,1,25,4,95.1,0.6,10.2,54,86.4,80,96,95,86,86,99,60,65,85,.,74,94,70.8,20.6,.,20.4,161,85,2,3,4,52,10,28,76710,66873,50426,40329,14,6.3,11.9,29.6,12.8,24.8,17.2,6,1,93,0,73,6,10,1,7,3,621344,1.200000,11021448,10988,22,73,5,4715396,56,15264912,8753752,8728,55,6,6,13,21,4800260,4786,64,12,12,0,7,1,4,0
Channing,103901,103 HARTLEY,16,RE,1,147,0,20,79,1,47.6,4,11,4,27,3,95.2,0,0,9,100,71,87,89,79,77,96,.,44,76,.,70,100,55.6,0,.,19,29,16,3,2,0,56,7,31,68000,58172,.,40225,3,5.1,9,42.9,9.8,8.2,13.6,0,6,94,0,79,7,1,0,13,0,1021074,1.040000,1824887,13129,28,67,5,742499,29,1780855,1689632,12156,52,12,7,15,14,873925,6287,69,9,11,1,6,1,3,0
Hartley,103902,103 HARTLEY,16,AA,1,198,0,62,38,0,64.6,40,7,40,40,8,96.5,2.4,0,10,90,75,86,96,84,73,83,.,65,88,.,64,89,50,0,.,20,34,20,3,2,0,60,15,21,76000,60000,.,39716,12,5.8,9.7,48.7,9.5,7.3,25.7,0,0,100,0,79,5,7,0,8,1,639639,1.091000,2634238,12367,42,52,7,1063196,47,2389999,2100349,9861,56,11,5,13,14,1182308,5551,63,8,15,5,6,1,3,0
Haskell Cons,104901,104 HASKELL,14,RE,3,632,6,36,57,1,68.5,2,14,2,37,4,96.3,0,2.4,43,97.6,76,93,89,83,87,98,50,66,85,.,70,92,69.4,4,.,19.4,123,59,1,2,6,48,13,31,87550,67929,49780,39463,17,5.1,10.7,16.9,17.2,8.4,11.4,0,3,97,0,80,8,5,0,7,0,247585,1.170000,8252743,13686,66,24,11,984974,13,8241743,7219089,11972,54,8,6,15,18,3893937,6458,47,14,28,0,5,1,4,0
Rule,104903,104 HASKELL,14,RE,1,154,3,34,62,1,67.5,5,12,5,55,1,96.7,0,12.5,13,87.5,63,89,89,78,67,97,.,37,75,.,56,91,72.7,37.5,.,22.5,30,18,3,3,4,60,10,20,68000,58000,53031,42960,20,5.1,8.6,11.1,20.8,5.6,9.2,0,0,100,0,76,6,3,2,12,0,215590,1.170000,1682419,11848,65,24,11,262182,17,1743175,1674228,11790,62,10,6,7,15,1032557,7272,56,15,18,0,7,1,4,0
Paint Creek,104907,104 HASKELL,14,RE,1,162,3,22,74,1,72.8,4,7,4,30,5,95.8,0,0,11,92.3,80,94,95,84,85,.,.,86,79,.,80,78,88.9,12.5,.,19.5,30,17,2,3,4,57,10,24,91014,52000,48756,36516,13,5.4,9.6,47.4,9.9,5.9,12,0,12,88,0,85,4,3,0,8,0,236697,1.170000,1802232,12260,58,30,11,430027,28,2051979,1767674,12025,51,11,2,18,18,907560,6174,51,12,19,2,12,0,3,0
Katherine Anne Porter,105801,105 HAYS,13,AA,1,124,4,12,84,0,45.2,0,11,0,44,0,93.1,.,16.7,33,55.6,56,92,.,57,80,93,20,22,65,.,52,92,74.2,26.1,1019,.,29,19,3,6,5,63,0,23,60000,40703,24206,31587,12,4.2,6.6,76.3,6.3,19.1,6.2,0,5,89,5,87,4,0,0,9,0,0,0.000000,1318045,10893,77,7,16,532955,49,1295216,1267528,10475,62,8,7,5,18,787577,6509,56,14,24,0,6,0,0,0
Texas Preparatory,105802,105 HAYS,13,AA,1,105,7,78,13,2,85.7,0,4,0,0,0,98.5,.,.,0,.,83,98,82,98,55,.,.,81,88,.,81,.,.,.,.,.,23,8,3,3,15,35,0,43,59584,59584,35465,27812,59,4.6,13.1,100,1.4,0,64.2,0,13,87,0,100,0,0,0,0,0,0,0.000000,827783,10347,81,7,12,1515,0,826269,826269,10328,41,23,10,21,7,335744,4197,97,3,0,0,0,0,0,0
San Marcos Cons,105902,105 HAYS,13,RE,10,7332,5,70,23,1,69,9,9,9,25,9,95.2,0,5.1,438,73.7,71,88,90,81,75,94,62,67,86,82,63,90,84.7,14.4,941,17.9,1115,547,1,3,8,49,9,31,106631,72435,58347,47064,49,6.6,13.4,41.1,12.2,24.4,12.3,3,30,66,1,79,11,3,0,3,4,448223,1.370000,77915916,10559,30,60,10,20821956,36,90803785,64181867,8698,57,6,5,11,20,36789599,4986,62,18,11,1,4,1,2,2
Dripping Springs,105904,105 HAYS,13,EX,5,4311,1,15,82,3,13.2,4,10,4,11,6,96.5,0,1,289,94.9,90,97,97,94,94,98,87,78,92,90,74,96,88.7,54.2,1112,23.4,567,270,1,2,9,48,8,31,95612,72213,59540,48049,15,7.6,16,33.1,11.2,19.1,11.8,0,5,94,1,83,9,3,1,2,2,589520,1.490000,46609174,11291,19,77,4,18245476,50,75218200,33884938,8209,54,7,5,12,22,18346049,4444,63,24,4,1,2,2,4,1
Wimberley,105905,105 HAYS,13,RE,4,1998,1,17,81,2,26,6,8,6,21,7,96,0,2.2,133,95.7,87,96,98,91,93,98,63,73,90,83,75,99,74.6,47.3,1072,22.9,294,151,1,3,7,51,10,27,91019,68400,51602,49386,9,6.8,13.3,18.3,15.3,16.1,6.6,0,2,98,0,74,11,6,1,3,5,695368,1.233000,17333529,8768,30,68,2,204431,1,44662952,15753332,7968,58,7,6,11,17,9185033,4646,73,13,5,0,2,1,6,0
Hays Cons,105906,105 HAYS,13,AA,22,14598,4,58,37,1,48.8,14,9,14,19,8,95.9,0.1,11.3,662,76.9,76,90,93,83,84,96,70,70,86,86,67,88,57.3,21.3,967,19.8,2095,992,2,2,9,47,6,33,72241,69074,51116,43758,39,7,14.7,48.7,8.9,23.8,10.7,2,22,76,1,66,10,6,9,3,6,249038,1.461000,139990727,10129,53,40,6,21068679,19,172765170,111703189,8082,57,5,5,11,21,64116818,4639,68,15,9,1,3,1,2,1
Canadian,106901,106 HEMPHILL,16,RE,4,792,0,41,58,1,39.6,16,6,16,18,4,96.2,0,2,51,96.1,83,95,93,90,87,95,.,71,91,.,70,97,75,33.3,.,20.8,153,83,1,3,4,54,10,28,84050,72210,56977,48320,14,5.2,9.6,16.9,15.7,13.3,6.3,0,6,93,1,81,5,5,4,5,0,1943978,1.230000,15784625,19560,20,77,3,11060219,92,23430625,10298388,12761,57,6,5,15,18,5862067,7264,63,11,16,3,3,0,4,0
Athens,107901,107 HENDERSON,07,AA,7,3445,15,38,46,1,69.9,22,9,22,21,5,95.9,0,9,180,81.6,73,88,87,83,82,96,56,64,86,80,67,90,44.2,21.7,988,20,512,234,1,4,10,46,12,28,94436,67135,45692,42024,25,6.7,14.7,41.6,11.5,15,23.5,6,9,85,0,61,8,5,14,4,8,320768,1.186000,31228411,9099,45,42,14,7430742,29,31434513,27509635,8016,55,7,6,13,19,15114047,4404,61,14,14,2,4,1,4,0
Brownsboro,107902,107 HENDERSON,07,RE,7,2840,9,10,80,1,56.2,2,10,2,28,5,95.5,0,3.1,186,95.3,80,94,92,86,86,96,60,77,83,78,76,94,34.9,15.5,957,20.5,380,192,1,2,7,51,12,28,71962,65949,51747,41894,11,7.5,14.8,32.9,13.7,12.2,12.9,7,0,92,1,73,7,7,1,5,6,229639,1.140000,25740742,9306,57,30,13,3062658,16,24125938,22455739,8118,58,6,4,8,23,13073615,4727,52,28,8,0,5,3,3,2
Cross Roads,107904,107 HENDERSON,07,RE,3,590,3,4,92,1,52.7,1,10,1,32,7,96.4,0,0,48,100,80,94,92,89,80,96,88,50,81,.,76,92,53.7,13.6,954,19.3,86,46,4,3,5,54,11,23,54265,70337,33024,40183,3,6.8,12.7,36.2,11.1,11.9,15.3,0,0,100,0,75,3,12,0,9,1,548139,1.079000,6134388,10190,34,60,6,885334,17,5590445,4504001,7482,58,6,7,9,20,2594700,4310,62,9,16,0,7,1,5,0
Eustace,107905,107 HENDERSON,07,EX,4,1460,2,8,89,1,68.5,1,13,1,25,5,96.6,0,0,103,98,82,95,97,87,88,96,74,83,82,63,79,83,47.1,14.6,918,22.3,222,110,1,4,6,49,17,23,78810,66115,51096,43325,5,6.6,13.3,31.8,12,16.4,14.8,0,1,99,0,84,6,5,1,4,0,341321,1.258000,13768270,9259,45,46,9,1310459,12,18145545,12193480,8200,59,7,5,9,20,7155275,4812,68,13,11,0,3,1,4,0
Malakoff,107906,107 HENDERSON,07,RE,6,1212,13,14,72,2,64.5,5,12,5,32,5,95.5,0,1.4,73,91.9,79,91,93,87,85,97,69,71,82,80,73,94,30.2,21.1,948,22.9,224,107,1,3,3,48,17,29,88892,62382,54178,45056,21,5.4,11.4,23,13.2,9.4,14.6,12,1,86,1,68,12,10,1,6,3,823136,1.150000,14679901,12223,27,65,8,2241466,17,17545054,12404764,10329,60,5,5,11,19,7450260,6203,56,16,15,1,5,1,4,2
Trinidad,107907,107 HENDERSON,07,AU,1,189,18,10,71,1,63,1,14,1,29,13,94.9,0,42.1,10,57.9,48,83,96,60,64,88,32,18,57,.,34,90,55.6,0,.,15.6,40,19,5,5,5,47,12,25,67833,53049,41250,37270,18,4.8,10,57.6,6.4,0,35,5,0,95,0,87,5,0,0,8,0,206141,1.340000,2349392,12236,68,24,8,383102,20,2414009,2248569,11711,52,14,10,11,14,1166249,6074,56,15,16,0,7,0,6,0
Murchison,107908,107 HENDERSON,07,RE,1,169,1,17,81,1,52.1,11,12,11,0,7,97.9,3.2,.,0,.,81,96,88,85,95,.,.,94,78,.,75,.,.,.,.,.,31,14,7,0,5,47,15,27,52955,.,40403,38432,15,5.5,11.8,50.9,11,10.5,11,7,0,93,0,93,7,0,0,0,0,239914,1.040000,1676992,11894,57,30,13,371855,25,1591585,1468792,10417,58,16,3,11,13,848819,6020,72,13,15,0,0,0,1,0
La Poynor,107910,107 HENDERSON,07,EX,3,466,14,6,79,0,55.2,2,9,2,32,4,96,0,7.1,25,82.1,76,91,92,85,89,96,64,67,79,.,70,100,41.2,28.6,941,.,78,40,1,4,2,51,15,26,83368,65333,44072,42523,10,6,11.7,20,15.3,12.5,9.8,3,0,97,0,76,4,12,1,8,0,736703,1.082000,5129944,10755,27,67,6,864387,14,6648479,4808445,10081,56,9,3,13,19,2698826,5658,66,10,14,0,6,1,4,0
One Stop Multiservice Chart,108801,108 HIDALGO,01,EA,6,743,1,97,2,0,91.9,33,8,27,34,0,85.7,.,21.2,121,27.1,32,73,.,33,39,71,.,31,.,.,31,38,0,.,.,.,146,43,3,8,12,29,10,38,70501,44883,42977,38492,93,5.1,17.3,58.1,5.4,4.7,40,0,93,5,2,69,14,0,11,6,0,0,0.000000,8276361,8621,78,0,22,72803,1,8231925,8187290,8528,46,8,11,20,15,3741066,3897,47,5,44,0,5,0,0,0
South Tex Educational Tech,108802,108 HIDALGO,01,RE,3,620,1,85,11,3,70.6,25,4,28,0,0,95.6,.,.,0,.,79,94,94,86,78,.,.,75,94,.,75,.,.,.,.,.,86,40,3,5,2,47,0,43,64297,55250,34194,38929,84,7.2,15.4,85.1,3.3,5.5,22.6,2,58,25,15,100,0,0,0,0,0,0,0.000000,4700720,8657,81,7,12,727235,17,4413450,4395644,8095,50,9,7,24,10,2195754,4044,64,6,26,3,1,0,0,0
Mid-Valley Academy,108804,108 HIDALGO,01,EA,3,379,1,96,3,0,87.1,8,7,8,15,0,81.6,.,30.6,97,29.2,26,61,.,40,42,67,.,24,57,.,26,49,10.4,0,.,13.6,37,14,1,12,5,37,0,45,88030,56805,71024,42202,96,10.3,28,96.2,0.5,11.2,61.7,7,78,11,4,100,0,0,0,0,0,0,0.000000,2488951,7611,86,0,14,4825,0,2551692,2550030,7798,48,10,16,21,6,1219607,3730,54,6,25,14,1,0,0,0
Idea Public Schools,108807,108 HIDALGO,01,EX,12,5515,1,94,4,2,77.6,23,4,22,0,0,97.5,0,0,48,91.8,88,95,97,92,92,99,90,87,94,96,87,100,.,20.7,933,19.8,618,280,4,5,8,45,9,29,71075,67133,56925,44404,77,8.9,19.7,76.4,4.2,13.3,26.3,1,62,34,3,97,3,0,0,0,0,0,0.000000,39440760,9998,70,18,12,2174196,5,38220622,35933571,9109,47,16,7,13,18,16792597,4257,74,4,18,1,1,0,1,0
Vanguard Academy,108808,108 HIDALGO,01,RE,1,860,0,96,3,1,80.3,31,2,31,0,0,97.5,0,.,0,.,86,95,98,92,79,.,.,86,94,.,88,.,.,.,.,.,87,48,1,10,5,55,16,13,95650,51738,48338,44419,94,9.9,17.9,60.4,4.6,2.1,22.2,0,92,8,0,92,4,4,0,0,0,0,0.000000,5658742,8408,79,5,15,762835,16,4801971,4451304,6614,55,9,6,11,18,2433979,3617,67,5,27,2,0,0,0,0
Donna,108902,108 HIDALGO,01,AA,21,14870,0,99,1,0,96.9,52,7,52,18,10,95.3,0.6,15.4,586,67.5,63,78,89,76,73,94,75,63,88,.,62,84,57.7,5.5,913,16.7,2326,995,1,2,8,43,13,33,82534,68867,54854,46748,94,6.4,14.9,50.1,8.8,10.1,12.2,0,86,11,2,65,7,0,21,3,5,64153,1.178000,150030218,10306,72,8,20,6705054,5,158811344,138244939,9496,56,7,4,13,21,77105155,5296,58,10,26,3,2,0,2,0
Edcouch-Elsa,108903,108 HIDALGO,01,AU,8,5400,0,100,0,0,98,38,7,38,23,13,95.3,0.6,25.1,261,66.1,64,83,91,76,68,90,50,64,56,.,63,78,78.4,3.4,823,16.9,739,363,0,2,5,49,13,30,99327,65103,57214,44045,98,7.3,14.9,49.6,9.7,6.9,18.4,0,95,5,1,74,10,0,1,5,10,46422,1.258000,60583160,11180,70,8,22,1516291,4,65989006,50484551,9316,57,8,3,13,20,28848852,5324,50,16,21,2,5,1,4,1
Edinburg Cons,108904,108 HIDALGO,01,AA,37,31910,0,97,2,1,85.3,31,8,30,18,7,95.9,0.2,11.8,1494,78.7,75,88,95,84,83,95,81,75,84,96,73,90,80.4,8.2,976,17.4,4389,2057,0,2,9,47,9,33,110187,74005,59413,49487,95,7.3,15.5,33.7,12.1,14.8,6.6,0,91,8,0,43,9,3,30,4,10,177170,1.220000,302407100,9867,59,25,16,30883353,11,316870139,272068697,8877,59,4,4,11,23,159511619,5205,39,12,20,20,4,2,3,1
Hidalgo,108905,108 HIDALGO,01,RE,7,3495,0,99,0,0,89.1,53,4,53,24,9,96.2,0.2,1.6,171,87.2,67,81,88,78,81,94,83,67,.,.,66,91,86.1,5.1,846,16.6,558,267,1,3,8,48,11,29,96038,68499,60099,46785,96,6.3,13.1,41.1,10.5,18.7,10.8,0,86,7,7,50,5,0,37,4,4,118348,1.436000,39239281,11151,62,16,21,-3094622,-10,46597549,37577737,10679,53,8,5,12,21,20077315,5705,47,9,31,3,5,0,5,0
McAllen,108906,108 HIDALGO,01,AA,35,25101,1,92,5,2,67.3,27,7,27,22,10,95.6,0.3,15.5,1306,75.8,76,90,95,84,83,95,84,75,91,93,71,90,72.4,16.1,941,19,3376,1680,1,2,10,50,9,28,78274,70448,54712,49906,84,7.4,14.9,25.5,13.4,21,9.3,1,76,23,1,55,8,1,25,5,5,243732,1.165000,227387448,9106,51,34,15,9183018,5,247242742,218142982,8736,59,5,5,10,20,129106750,5170,52,13,15,5,5,7,3,1
Mercedes,108907,108 HIDALGO,01,RE,12,5522,0,99,1,0,93.6,29,6,26,21,8,95.8,0.5,11.5,249,74.7,59,81,90,71,68,90,57,59,78,.,57,86,80.1,3.9,1012,17,828,375,1,3,8,45,10,33,91361,63461,57636,45348,94,6.7,14.7,41,10.5,8.2,11.8,1,88,11,1,67,9,1,17,4,1,80540,1.290000,58833760,10682,67,12,20,5655123,12,69583199,52889816,9602,53,8,4,12,23,27991132,5082,51,14,25,2,4,0,3,1
Mission Cons,108908,108 HIDALGO,01,RE,21,15341,0,99,1,0,84,34,9,32,25,7,95.9,0.1,6.3,756,80.8,70,86,94,79,79,94,82,70,82,85,68,89,78.1,9,955,18,2281,1027,1,2,9,45,11,32,86889,72537,58489,48483,92,6.7,14.9,38.2,11.6,12.7,8.4,1,86,12,1,63,6,1,18,5,8,102626,1.280000,158590167,10272,67,15,17,25997077,20,172378651,142198637,9210,56,4,5,11,24,79475787,5148,61,10,18,2,4,0,3,1
Pharr-San Juan-Alamo,108909,108 HIDALGO,01,RE,40,31223,0,99,1,0,88.6,42,7,46,22,8,95.9,0,5.5,1594,77.6,66,84,93,77,75,91,78,66,83,94,64,82,70.2,5.4,902,16.8,4282,2040,1,3,8,48,12,29,79264,70765,56850,47771,96,7.3,15.3,42.8,10.3,12.2,8.2,0,91,7,2,60,6,0,23,4,7,110313,1.301000,302346083,9901,67,17,16,36140534,15,339502176,273118445,8944,57,5,5,12,21,156464647,5124,58,11,20,2,3,0,3,2
Progreso,108910,108 HIDALGO,01,RE,6,2224,0,100,0,0,94.3,55,6,54,22,6,95.1,0,12.2,92,69.1,68,84,92,78,72,95,.,68,.,.,68,87,67,3.3,.,17,322,135,1,2,7,42,11,37,99401,63732,47894,41185,96,6.9,16.5,57.6,7.3,6.2,13.1,0,90,8,2,84,4,0,8,4,0,60248,1.310000,20608786,9585,72,10,17,7063148,42,25862186,19040118,8856,52,10,3,16,19,9823914,4569,52,7,31,2,3,0,6,0
Sharyland,108911,108 HIDALGO,01,RE,15,9538,1,89,8,3,56.9,27,6,27,19,10,96.8,0,5.8,524,88,85,94,96,92,88,97,91,84,94,98,81,96,72.9,15.8,973,19.4,1205,585,1,2,8,49,9,32,95716,72084,56992,48822,81,7.9,16.3,37.6,10.7,14.6,7.7,0,70,29,1,57,5,2,23,4,9,247200,1.200000,80860414,8741,53,38,9,13542848,19,83487967,76767107,8298,56,5,5,12,22,42845232,4631,63,11,10,3,4,5,5,0
La Joya,108912,108 HIDALGO,01,AA,34,27935,0,99,1,0,95.9,46,7,45,18,9,94,0.1,12.4,1190,71.9,64,81,90,75,73,93,83,64,73,70,64,81,54.8,4.4,904,16.9,3923,1906,2,3,8,49,7,32,69886,65510,54490,48157,96,7.1,14.7,44,9.7,12.7,8.8,1,92,6,2,57,7,3,24,4,5,79158,1.311000,276263039,10234,70,13,17,18100781,8,369493439,249162995,9230,57,4,5,11,23,142216805,5268,59,10,21,3,3,1,3,1
Weslaco,108913,108 HIDALGO,01,RE,20,17208,0,98,2,0,86.1,24,9,23,25,6,96.3,0.3,11.9,801,74.1,75,87,92,85,84,94,87,75,89,85,73,88,68.8,9.5,937,17.8,2370,1077,1,2,8,45,9,34,87211,73896,61070,51356,91,7.3,16,25.5,13.2,14.7,5.3,0,84,15,1,80,8,0,3,5,5,103068,1.140000,163756548,9905,68,14,17,16829839,13,190188367,148590574,8988,57,5,4,11,23,83893198,5074,58,11,22,1,4,1,3,1
La Villa,108914,108 HIDALGO,01,AA,4,600,0,99,1,0,90.2,31,7,26,24,9,95.4,0,5.3,34,78.9,58,84,94,68,70,94,.,57,.,.,57,70,78.1,0,.,15,110,46,1,3,14,42,12,28,101500,77982,55127,42130,96,5.5,12.9,43.1,9.6,4.3,29.5,2,91,6,0,90,6,0,0,3,1,151744,1.225000,8159163,13853,64,13,24,762528,13,9650447,7418754,12596,60,7,4,8,20,4473011,7594,40,7,38,1,7,0,6,1
Monte Alto,108915,108 HIDALGO,01,EX,3,820,0,98,2,0,93,40,6,38,7,5,96.7,0,.,0,.,68,82,92,80,92,.,.,67,.,.,68,.,.,.,.,.,120,55,2,2,2,46,21,27,68427,67235,46272,43620,98,6.8,14.9,45.5,10.9,3.6,4.9,0,96,2,2,80,5,0,13,3,0,87995,1.220000,8379116,12056,74,12,14,1965983,29,10588910,6491997,9341,59,9,5,12,15,3837479,5522,62,6,28,2,0,0,1,0
Valley View,108916,108 HIDALGO,01,RE,11,4626,0,100,0,0,93.7,57,6,56,20,5,97.5,0,6.8,242,77.9,78,87,94,87,82,95,.,78,83,.,77,87,50.9,2.7,.,16.5,707,327,1,3,8,46,11,31,95532,71983,58134,44995,97,6.5,14.2,66.8,5.5,3.9,13.7,0,94,5,1,77,5,4,8,4,2,89592,1.317000,49225929,10978,71,12,16,7664028,19,54078304,44587384,9944,58,6,5,11,20,25727809,5738,62,9,20,4,2,0,4,0
Abbott,109901,109 HILL,12,EX,1,297,2,9,88,1,42.1,0,10,0,32,4,97.7,0,0,23,100,93,97,96,94,97,.,.,.,93,.,87,100,87.5,57.1,1113,23.1,43,28,5,1,1,65,4,24,62607,62000,71050,43151,0,6.8,10.5,28.3,15.2,21.5,6.9,0,0,100,0,87,6,0,0,7,0,159240,1.413000,3148531,10289,69,27,5,198429,8,3639566,2777434,9077,60,9,4,10,17,1658711,5421,68,14,8,0,6,0,4,0
Bynum,109902,109 HILL,12,RE,1,233,4,19,76,1,51.1,2,16,2,32,5,97.7,0,0,14,100,79,92,90,86,89,95,60,64,83,.,70,100,54.5,50,.,22.2,44,22,2,3,6,50,18,21,77000,47554,36753,38036,9,5.4,10.8,37.1,11.1,23.5,16.3,5,9,86,0,76,12,2,2,8,0,230764,1.238000,2903572,11851,71,24,5,481571,18,2647871,2232378,9112,53,12,5,12,18,1175528,4798,44,21,25,0,7,0,4,0
