CDN,DISTRICT NAME,"2004-2005
ADA","2004-2005
WADA","2005-2006
ADA","2005-2006
WADA","2006-2007
ADA","2006-2007
WADA","2007-2008
ADA","2007-2008
WADA","2008-2009
ADA","2008-2009
WADA","2009-2010
ADA","2009-2010
WADA","2010-2011
ADA","2010-2011
WADA","2011-2012
ADA","2011-2012
WADA","2012-2013
ADA","2012-2013
WADA","2013-2014
ADA","2013-2014
WADA"," 2014-2015
ADA"," 2014-2015
WADA","2015-2016
ADA","2015-2016 
WADA"
082902,DILLEY ISD,777.055,1468.709242,766.618,1449.767768,772.415,1437.509429,789.424,1444.853,824.774,1496.672,822.114,1474.649,832.463,1485.844,874.122,1439.393,846.941,1479.21,922.076,1562.782,929.037,1617.983,881.762,1581.989
144903,DIME BOX ISD,190.714,378.9290128,183.638,365.3623452,169.426,339.3064586,148.977,293.885,153.399,286.508,163.359,306.704,164.925,321.463,170.498,322.556,165.301,330.349,172.827,341.766,176.315,354.956,173.829,353.94
035901,DIMMITT ISD,1081.993,1784.798338,1047.477,1740.779024,1041.488,1712.25103,1037.083,1731.674,1062.532,1732.612,1099.437,1767.683,1109.59,1811.308,1076.355,1688.354,1098.547,1779.59,1114.298,1835.684,1099.892,1852.667,1090.587,1836.369
133905,DIVIDE ISD,12.477,85.46205493,17.426,84.83676817,16.755,84.58799142,13.969,84.577,14.203,84.575,23.744,84.571,20.697,85.198,14.503,78.839,12.117,83.443,10.796,84.573,7.967,84.584,17.72,86.019
074904,DODD CITY ISD,270.214,459.6187871,270.999,459.0382772,278.567,473.3251168,266.31,440.244,277.144,453.117,286.43,465.821,298.214,487.136,304.546,464.777,326.983,517.628,340.117,546.327,356.589,577.714,361.151,581.88
108902,DONNA ISD,11540.682,16511.78425,11977.564,17134.36394,12384.87,17642.6597,12953.33,18366.557,13395.784,18920.856,13761.874,19388.391,13881.45,19601.614,13786.532,18427.667,13941.463,19416.814,14181.805,20042.242,14181.971,20162.864,14219.991,20612.329
086024,DOSS CONSOLIDATED CSD,28.516,108.965188,27.606,107.3443516,23.756,107.3783943,20.446,109.263,24.465,109.313,23.67,109.332,18.885,110.664,19.263,103.142,25.678,109.007,19.768,113.217,18.528,114.953,9.66,109.568
174911,DOUGLASS ISD,344.342,552.6380829,333.357,528.8434466,341.538,530.7726721,349.69,540.099,355.174,540.263,355.713,543.588,363.829,561.718,372.548,537.083,382.313,584.879,414.632,638.168,440.23,680.279,457.438,701.402
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,188.141,295.8843923,165.973,246.6828775,181.916,270.3666372,201.908,318.2166716,186.69,320.5286474,190.018,354.391,181.523,338.314,158.16,273.634,186.776,302.078,178.242,295.433,151.009,248.922,151.134,237.876
101856,DRAW ACADEMY,194.193,339.803,204.182,363.283,199.394,355.031,226.381,388.32,232.836,393.534,250.453,417.511,260.047,432.979,321.964,487.415,374.758,605.156,393.705,649.491,398.605,661.853,571.763,913.754
105904,DRIPPING SPRINGS ISD,3278.038,4102.47561,3403.463,4038.008144,3598.149,4190.133039,3827.008,4431.278,3946.594,4545.18,4090.478,4838.293,4256.366,5036.996,4338.212,4817.852,4529.394,5273.807,4828.319,5659.624,5093.701,5936.358,5250.688,6077.081
178905,DRISCOLL ISD,271.033,486.3111659,262.387,468.5058724,243.783,438.2161195,242.454,433.855,243.227,430.083,236.973,419.605,264.793,459.01,277.95,450.642,264.342,454.378,285.692,488.644,269.365,472.193,250.169,443.75
072902,DUBLIN ISD,1236.398,1815.506787,1243.806,1807.924718,1202.299,1757.519061,1218.805,1738.118,1213.424,1756.637,1186.325,1721.151,1152.783,1697.332,1175.377,1610.923,1107.568,1617.256,1098.297,1633.908,1089.464,1628.403,1097.509,1644.704
171901,DUMAS ISD,3774.196,5051.662191,3801.524,5139.547765,3655.165,4770.156585,3775.292,4893.722,3970.346,5140.173,4071.236,5457.787,4197.479,5657.838,4273.708,5467.869,4308.526,5766.008,4251.009,5784.038,4202.545,5723.216,4206.649,5779.389
057907,DUNCANVILLE ISD,11117.605,14670.25029,11432.147,15134.13349,11509.586,15358.0868,11591.538,15474.37,11821.527,15865.756,11986.132,16175.866,12058.324,16298.097,12320.703,15752.51,12445.805,16610.39,12241.282,16613.717,12162.783,16592.024,11981.641,16416.893
123802,EAGLE ACADEMY OF BEAUMONT,165.372,242.0718302,135.486,206.3226797,,,,,,,,,,,,,,,,,,,,
031802,EAGLE ACADEMY OF BROWNSVILLE,136.895,218.1666994,123.214,196.7737308,,,,,,,,,,,,,,,,,,,,
021802,EAGLE ACADEMY OF BRYAN,81.345,126.808908,,,,,,,,,,,,,,,,,,,,,,
057823,EAGLE ACADEMY OF DALLAS,114.262,174.396933,,,,,,,,,,,,,,,,,,,,,,
233801,EAGLE ACADEMY OF DEL RIO,81.993,122.5719385,78.186,119.5512568,,,,,,,,,,,,,,,,,,,,
220807,EAGLE ACADEMY OF FORT WORTH,119.191,167.3662501,122.431,177.6616276,,,,,,,,,,,,,,,,,,,,
240802,EAGLE ACADEMY OF LAREDO,79.75,131.0829175,90.241,146.7116092,,,,,,,,,,,,,,,,,,,,
152804,EAGLE ACADEMY OF LUBBOCK,98.276,149.8054502,88.263,129.3840255,,,,,,,,,,,,,,,,,,,,
165803,EAGLE ACADEMY OF MIDLAND,329.34,477.7791625,371.091,524.4072852,,,,,,,,,,,,,,,,,,,,
108806,EAGLE ACADEMY OF PHARR/MCALLEN,224.32,318.2159198,229.423,333.6578743,,,,,,,,,,,,,,,,,,,,
015818,EAGLE ACADEMY OF SAN ANTONIO,118.682,212.8116959,112.867,168.5855957,,,,,,,,,,,,,,,,,,,,
212802,EAGLE ACADEMY OF TYLER,150.36,218.6855467,135.085,200.2189347,,,,,,,,,,,,,,,,,,,,
161804,EAGLE ACADEMY OF WACO,212.553,309.87828,235.679,359.6069841,,,,,,,,,,,,,,,,,,,,
220918,EAGLE MT-SAGINAW ISD,8887.913,10509.62388,10280.324,12217.18626,11958.376,14350.81966,13336.621,16076.74,14365.155,17433.012,15047.589,18253.995,15664.875,19124.412,16118.287,18669.504,16712.285,20326.733,17144.478,21263.377,17540.266,21814.628,18077.737,22494.727
159901,EAGLE PASS ISD,12701.885,17634.44274,12839.931,17919.78264,12873.69,18009.26086,12972.864,18153.05,13267.164,18484.337,13448.098,18699.709,13765.699,19145.257,13905.665,18402.562,13966.898,19204.431,14036.271,19479.392,13995.169,19544.674,13912.922,19469.263
227909,EANES ISD,6851.305,7913.303237,6889.789,7939.150476,6968.499,7973.309169,7036.878,7995.968,7107.487,8061.061,7211.894,8161.301,7435.436,8416.881,7518.946,7946.484,7545.865,8388.883,7679.567,8708.847,7644.555,8693.143,7762.556,8807.246
025909,EARLY ISD,1229.96,1792.694154,1264.282,1829.399832,1299.393,1811.303409,1291.139,1800.453,1254.806,1766.626,1183.013,1693.17,1208.817,1714.189,1165.473,1583.493,1127.942,1616.177,1121.228,1615.556,1170.336,1682.363,1142.309,1643.349
227824,EAST AUSTIN COLLEGE PREP,,,,,,,,,,,84.522,140.1,176.095,268.854,301.634,457.095,678.594,1039.408,805.409,1298.43,792.979,1289.537,739.436,1181.47
241902,EAST BERNARD ISD,848.113,1265.363514,863.975,1258.255812,860.53,1246.350624,858.53,1234.233,896.607,1276.765,914.685,1299.823,902.093,1276.746,912.4,1218.034,910.661,1285.684,926.448,1331.697,930.689,1334.779,953.416,1375.19
015911,EAST CENTRAL ISD,7314.568,9579.926294,7597.39,9905.916003,7891.008,10275.49566,8153.6,10651.227,8340.042,10828.736,8549.67,11181.195,8764.801,11533.398,8696.407,10856.962,8864.94,11542.101,8969.155,11888.544,9027.864,11952.305,9383.862,12389.724
036903,EAST CHAMBERS ISD,1122.182,1676.116014,1136.334,1693.436458,1174.547,1752.453003,1185.15,1748.954,1224.871,1812.163,1214.789,1804.711,1242.477,1801.347,1249.751,1712.433,1279.425,1818.429,1320.209,1872.641,1322.28,1885.952,1351.686,1937.161
220811,EAST FORT WORTH MONTESSORI ACADEMY,181.737,293.885,151.129,248.056,176.603,281.52,215.957,336.669,240.683,382.409,252.232,406.858,292.236,451.78,293.224,437.104,472.258,697.423,468.961,747.166,431.499,687.877,425.762,656.778
092801,EAST TEXAS CHARTER SCHOOLS,130.004,184.65197,131.965,196.4915249,141.988,212.5953498,139.847,216.578145,132.994,210.8163338,142.47,229.455,144.906,221.322,148.335,212.814,142.235,210.426,153.098,222.294,156.253,232.539,154.082,229.623
067903,EASTLAND ISD,1101.496,1614.653382,1079.567,1602.914123,1083.646,1622.241274,1085.221,1609.194,1121.265,1636.298,1084.824,1601.715,1058.891,1579.477,1078.011,1520.464,1053.053,1545.156,1020.241,1525.6,1027.202,1542.581,1025.056,1545.003
068901,ECTOR COUNTY ISD,24007.365,31963.75904,23932.752,31716.057,24147.224,31679.64843,24264.065,31572.488,24878.124,32109.207,24969.043,32217.172,25546.435,33102.12,25927.31,31592.059,26870.233,33879.504,28092.262,35778.093,29008.872,36862.355,29034.858,37111.506
074905,ECTOR ISD,252.33,438.5161359,258.95,447.4498817,248.98,444.1773602,251.039,439.309,246,436.68,243.989,424.595,254.042,445.04,229.311,389.419,245.703,422.77,247.053,436.152,245.089,436.565,235.667,418.485
108903,EDCOUCH-ELSA ISD,5117.978,7409.749884,5183.933,7430.264882,5294.163,7541.996131,5267.566,7520.44,5267.567,7434.707,5074.837,7219.762,4946.835,7067.215,4854.329,6589.418,4795.144,6805.068,4825.274,6885.303,4717.098,6805.394,4816.758,6910.458
048901,EDEN CISD,289.353,571.3968011,283.291,580.2333735,272.384,546.7885636,266.456,530.982,258.958,508.081,255.81,492.988,243.515,479.26,224.233,418.774,230.858,445.249,225.791,456.993,234.426,475.208,234.045,475.426
015905,EDGEWOOD ISD,11306.924,16353.25707,10946.233,15795.99428,10814.186,15454.97417,10532.615,15005.263,10487.989,14795.208,10828.846,15147.764,10628.087,14957.3,10585.428,14069.731,10618.405,14707.204,10640.124,14946.85,10625.8,15055.298,9939.812,14428.109
234903,EDGEWOOD ISD,885.762,1361.320582,864.693,1341.498431,877.702,1355.114042,904.854,1391.858,893.12,1370.233,886.395,1348.173,849.312,1321.487,878.945,1283.275,847.176,1317.887,881.747,1390.262,868.872,1366.634,884.986,1389.803
108904,EDINBURG CISD,24614.158,34190.99592,25737.931,35797.64543,26992.659,37647.66827,27933.255,39049.95,28720.621,40137.902,29752.895,41251.485,30835.274,42705.029,31048.591,40741.825,31276.864,42765.901,31718.769,43802.419,31931.835,43998.091,32300.731,44418.781
120901,EDNA ISD,1409.486,2022.989555,1367.911,2011.528342,1370.553,2003.759644,1370.719,1983.621,1382.426,1971.855,1348.451,1970.91,1298.474,1933.557,1324.431,1854.804,1420.736,2039.49,1436.71,2098.159,1434.475,2086.746,1435.967,2127.761
057833,EDUCATION CENTER INTERNATIONAL ACA,87.928,114.695504,105.995,141.1790764,84.951,119.670876,132.389,178.0937832,133.4,187.5071698,188.928,264.38,203.278,297.409,195.592,285.885,134.221,212.503,343.579,497.426,382.028,556.759,363.151,535.181
123805,EHRHART SCHOOL,198.897,327.853,197.282,320.223,165.509,267.964,165.795,263.501,168.153,265.541,179.647,281.979,178.814,287.872,200.299,296.98,229.95,349.769,245.685,379.972,272.047,420.813,328.279,500.642
241903,EL CAMPO ISD,3290.892,4552.13642,3232.936,4497.835271,3189.668,4432.287726,3203.07,4447.826,3200.376,4423.746,3226.651,4427.631,3265.209,4485.679,3272.821,4244.045,3276.973,4417.442,3335.548,4530.869,3348.667,4625.041,3332.84,4649.102
071804,EL PASO ACADEMY,433.759,610.6320761,389.375,562.3965542,408.658,605.1900043,412.846,614.1748516,403.886,620.3057589,384.481,636.058,372.343,600.577,344.953,515.73,380.354,603.812,350.463,580.419,379.154,611.964,299.315,492.165
071902,EL PASO ISD,58427.644,77847.41884,58769.125,78113.80338,57779.501,76817.12952,57147.653,76083.707,57490.879,76346.342,58198.899,77538.151,59343.378,79147.759,59168.104,74868.475,58129.209,77092.084,56894.287,76918.173,56188.196,76555.75,55438.609,76212.111
071810,EL PASO LEADERSHIP ACADEMY,,,,,,,,,,,,,,,,,,,,,71.111,121.243,175.815,268.669
071805,EL PASO SCHOOL OF EXCELLENCE,433.114,618.8536886,357.959,535.3235921,391.784,580.2612987,354.861,547.3335254,320.229,515.6032565,163.959,284.178,,,,,,,,,,,,
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,,,,,,,,,,,,,,,,,,,189.718,249.048,244.784,319.586,267.443,352.469
243902,ELECTRA ISD,581.007,941.7377098,562.473,904.2304069,517.794,836.7700929,498.375,807.23,498.222,812.743,482.03,795.637,443.25,753.659,423.715,677.851,417.656,692.921,407.622,685.686,385.625,661.135,378.297,650.889
011902,ELGIN ISD,2958.146,4102.870027,3085.876,4271.418308,3286.781,4525.309424,3423.948,4681.941,3558.837,4853.062,3651.977,4994.977,3637.87,5015.067,3730.104,4829.978,3782.404,5094.228,3863.768,5270.612,3936.872,5448.469,3968.261,5484.465
001903,ELKHART ISD,1162.821,1746.578974,1177.646,1738.016782,1188.112,1704.188453,1237.254,1727.528,1246.393,1725.12,1240.699,1699.825,1226.52,1688.849,1179.622,1568.571,1134.768,1576.848,1123.365,1563.45,1137.801,1609.533,1158.018,1636.743
102906,ELYSIAN FIELDS ISD,938.013,1422.772891,926.798,1412.324096,932.938,1400.591954,903.027,1355.57,923.574,1399.04,939.425,1407.501,966.8,1455.875,959.748,1369.238,933.808,1392.793,956.613,1426.422,911.503,1403.624,847.775,1333.464
024801,ENCINO SCHOOL,57.823,74.62172445,68.331,90.28181442,65.063,102.6093777,52.912,86.19041365,43.966,68.07844777,35.489,53.972,30.03,45.621,0,0,,,,,,,,
070903,ENNIS ISD,5123.722,7170.59442,5223.92,7196.744815,5211.059,7091.134384,5237.287,7036.676,5388.459,7211.052,5400.237,7272.726,5417.76,7311.044,5393.895,6784.886,5339.721,7046.483,5342.699,7149.951,5352.615,7215.046,5362.736,7260.844
049906,ERA ISD,369.014,578.7842823,366.583,589.5133528,366.961,595.3006569,402.444,657.564,428.08,674.237,416.622,659.245,411.708,646.241,422.949,626.593,437.326,676.871,435.308,679.274,456.936,712.077,463.219,723.945
072802,ERATH EXCELS ACADEMY INC,,,,,81.705,137.2199163,79.151,141.6573626,140.083,268.5049218,128.561,276.108,148.129,281.705,144.298,267.142,147.852,278.895,171.361,311.92,158.823,271.335,138.65,227.157
220803,ERATH EXCELS ACADEMY INC,90.23,151.7560953,74.869,122.3112825,,,,,,,,,,,,,,,,,,,,
174910,ETOILE ISD,138.061,237.8593545,139.815,245.8991068,134.432,233.455152,126.724,222.532,123.158,215.13,120.581,205.317,138.398,243.433,127.732,216.065,128.427,223.394,135.123,238.324,114.768,210.626,121.209,216.829
030906,EULA ISD,472.108,801.4990235,457.048,772.1161587,424.376,725.3056891,393.566,657.803,367.582,615.458,357.423,596.043,362.036,605.196,341.879,546.988,351.071,578.529,335.834,565.272,385.391,649.122,375.215,636.945
107905,EUSTACE ISD,1472.389,2175.183024,1495.166,2167.298738,1489.4,2155.88773,1455.393,2102.194,1409.65,2019.541,1376.753,1955.806,1374.955,1963.904,1339.036,1811.402,1348.953,1907.876,1375.835,1962.012,1420.238,2015.069,1466.912,2115.189
121906,EVADALE ISD,401.047,657.7784197,405.039,654.5253014,416.642,683.2672614,424.71,666.698,412.759,649.244,413.755,650.629,397.994,636.242,415.823,607.863,414.753,636.107,429.355,663.92,438.273,688.285,437.622,683.419
050901,EVANT ISD,279.711,469.7422715,289.262,485.7077906,291.874,499.4953276,279.032,471.18,265.642,445.32,241.593,410.563,217.145,373.859,200.659,328.303,204.514,345.57,227.492,380.65,236.045,391.373,219.228,370.136
220904,EVERMAN ISD,3720.504,5195.003857,3967.392,5504.857586,4127.099,5684.617904,4328.344,5936.622,4492.481,6107.768,4626.733,6299.815,4687.617,6431.866,4899.886,6262.564,4961.711,6684.043,5038.478,6866.425,5116.612,7005.411,5228.539,7104.348
057834,EVOLUTION ACADEMY CHARTER SCHOOL,240.346,372.761,245.603,392.028,259.326,427.104,276.483,450.865,292.831,474.527,262.517,427.836,267.161,435.764,357.858,543.472,343.129,560.235,445.888,731.722,555.432,922.519,566.113,931.64
101811,EXCEL ACADEMY,591.332,1068.337485,640.359,1110.312003,593.736,1067.900767,645.889,1237.252931,549.741,1132.90958,502.236,1095.064,468.353,1036.119,381.726,802.037,435.919,868.348,418.623,834.634,457.037,883.441,495.537,943.61
108809,EXCELLENCE IN LEADERSHIP ACADEMY,,,,,,,,,,,,,,,,0,52.363,85.987,111.445,166.344,164.37,260.619,175.614,288.122
210906,EXCELSIOR ISD,62.726,146.7115651,60.725,136.9551009,56.664,133.0811976,68.404,139.415,95.867,181.398,102.703,190.774,101.017,191.61,100.798,187.177,99.05,181.629,87.488,160.918,87.439,160.416,89.63,159.205
143906,EZZELL ISD,74.825,122.3980174,72.417,122.8609815,81.62,136.4623982,78.029,133.964,73.101,125.039,60.523,124.376,56.521,127.754,58.846,117.652,53.278,117.374,57.538,120.13,71.2,126.011,86.874,142.142
071903,FABENS ISD,2550.532,3825.953019,2469.17,3721.028087,2406.754,3640.122554,2388.275,3645.835,2331.27,3579.754,2364.244,3644.015,2342.182,3599.739,2302.903,3351.201,2263.586,3401.466,2225.387,3384.49,2226.322,3323.782,2248.515,3404.849
081902,FAIRFIELD ISD,1607.205,2229.818029,1660.902,2238.007229,1694.153,2239.502531,1708.827,2223.409,1724.642,2237.436,1713.596,2365.745,1659.716,2291.764,1676.961,2152.272,1676.608,2223.48,1685.356,2262.695,1666.608,2234.256,1726.115,2330.519
057815,FAITH FAMILY ACADEMY OF OAK CLIFF,813.87,1173.349566,948.654,1391.952492,1066.035,1580.552469,998.699,1540.710833,1050.897,1641.789908,1074.815,1826.742,1172.408,1961.796,1527.706,2346.584,1800.738,2868.044,1918.691,3147.201,2114.117,3472.237,,
101867,FALLBROOK COLLEGE PREPARATORY ACAD,,,,,,,,,,,,,,,,0,335.819,486.702,585.513,816.338,516.549,760.111,447.121,676.771
128904,FALLS CITY ISD,325.286,510.1326551,321.604,501.2277159,328.395,514.2863758,322.442,508.287,313.368,486.039,324.166,492.921,334.437,515.915,360.268,517.734,353.288,534.982,348.408,534.23,349.96,537.458,350.334,529.088
060914,FANNINDEL ISD,191.743,362.8549329,168.923,327.3603686,161.821,320.4237731,162.445,321.822,174.059,333.165,174.725,336.4,168.232,333.476,172.739,318.23,174.503,328.514,173.671,326.652,159.239,308.127,156.326,299.762
043904,FARMERSVILLE ISD,1383.961,1875.411666,1367.878,1855.974045,1371.089,1851.453621,1409.092,1896.427,1380.576,1848.212,1388.895,1845.814,1389.178,1857.667,1395.993,1765.053,1409.624,1875.519,1476.824,1999.747,1470.358,2016.043,1493.815,2058.22
185902,FARWELL ISD,456.645,764.3962429,479.558,784.689565,478.525,786.5820777,459.662,746.371,489.735,779.166,517.155,815.424,540.486,852.425,549.374,811.122,546.41,843.396,510.979,824.627,518.505,849.216,513.268,850.592
075906,FAYETTEVILLE ISD,197.789,322.5418756,195.103,311.0239433,197.929,313.9030015,202.91,323.289,208.003,319.711,207.83,322.811,203.272,322.686,187.514,279.569,197.732,309.313,193.95,311.086,196.434,315.752,217.526,354.099
070905,FERRIS ISD,2018.857,2978.781634,2034.404,2978.366265,2112.943,3066.409039,2161.547,3102.934,2232.399,3210.849,2247.124,3241.021,2253.804,3260.609,2237.758,3070.932,2232.11,3170.471,2263.289,3270.919,2284.174,3345.243,2319.519,3394.039
075901,FLATONIA ISD,550.158,862.8461804,555.398,862.3964856,543.361,860.2984106,532.091,850.204,517.118,809.64,515.62,827.394,534.277,856.661,551.306,852.651,562.852,929.641,562.51,951.405,556.422,945.678,552.313,936.405
246902,FLORENCE ISD,975.612,1556.215607,947.852,1494.571992,938.925,1462.662667,982.221,1490.49,967.461,1497.566,946.416,1444.551,932.867,1424.947,929.079,1359.131,906.425,1403.043,912.868,1438.78,925.045,1453.857,937.904,1465.566
247901,FLORESVILLE ISD,3357.95,4582.216482,3402.794,4623.263245,3452.124,4686.850198,3446.565,4680.7,3459.04,4693.823,3522.088,4753.687,3537.191,4776.14,3569.204,4554.302,3569.255,4730.35,3593.844,4834.319,3688.115,4951.804,3714.502,4989.377
178914,FLOUR BLUFF ISD,4833.043,6179.900995,4937.705,6293.38058,5033.109,6375.101833,5157.721,6535.684,5216.695,6611.092,5059.074,6395.766,5209.718,6557.203,5244.41,6214.645,5219.823,6512.852,5386.89,6766.734,5427.123,6816.315,5419.41,6819.442
077901,FLOYDADA ISD,968.662,1681.438897,937.762,1654.217331,882.075,1598.783601,854.4,1527.885,830.357,1470.173,786.57,1423.169,786.557,1418.537,760.589,1316.916,725.38,1313.434,686.592,1252.86,695.91,1265.152,731.212,1344.226
057817,FOCUS LEARNING ACADEMY,380.782,625.9518527,400.944,630.8074284,355.341,571.6029838,295.095,498.4895861,374.49,646.6492794,486.866,926.076,665.79,1198.065,801.681,1342.823,814.358,1373.131,791.32,1368.315,825.293,1401.457,1012.842,1711.762
148902,FOLLETT ISD,141.895,258.7232943,148.653,263.7405305,181.768,314.5435847,173.77,296.105,154.177,268.757,149.166,266.916,154.078,263.897,150.837,247.949,163.897,273.797,162.642,275.827,165.327,283.515,157.116,267.165
169910,FORESTBURG ISD,153.288,277.6551204,168.883,294.3519872,163.857,280.8678657,174.926,294.947,170.004,292.183,183.854,312.983,199.833,346.36,197.132,318.171,174.377,301.482,170.713,295.452,172.617,297.217,168.354,293.525
129902,FORNEY ISD,4237.391,5116.484938,5039.367,5920.806634,5885.664,6822.394179,6664.518,7771.62,7098.863,8349.732,7418.415,8768.414,7735.02,9155.896,7931.216,8896.53,8095.502,9527.375,8285.679,9879.863,8600.467,10229.902,8964.797,10581.582
114904,FORSAN ISD,631.816,948.2645702,662.038,987.1950759,651.215,985.7016562,647.874,961.876,672.095,986.368,652.874,965.949,653.586,962.848,647.7,894.054,642.787,929.286,678.518,982.749,701.529,1006.783,703.238,1006.156
079907,FORT BEND ISD,59950.651,74567.34954,62857.959,78126.5323,63644.938,78885.55524,64519.124,79543.089,65522.433,80402.308,66051.293,81076.522,65905.28,81230.959,66222.441,76864.739,66338.13,81026.067,67575.374,83734.598,68767.766,85450.653,70070.147,87181.044
242906,FORT ELLIOTT CISD,138.952,283.7727654,141.334,284.9399892,145.992,282.8539786,151.56,293.053,147.295,285,133.585,292.887,128.176,294.796,116.64,272.754,117.625,283.557,130.675,288.86,152.14,291.319,148.296,287.008
186902,FORT STOCKTON ISD,2104.477,2783.183992,2047.162,2691.774996,2034.978,2654.891887,2083.379,2673.398,2170.329,2752.513,2185.545,2982.299,2206.501,3065.82,2171.68,2848.701,2223.137,3018.107,2230.702,3096.879,2301.21,3185.278,2261.473,3141.079
220809,FORT WORTH ACADEMY OF FINE ARTS,328.225,392.6373315,343.59,421.060078,337.935,423.0069125,355.973,442.9993139,365.676,459.2379268,394.769,525.085,457.749,612.434,488.122,600.461,497.252,646.128,502.427,668.355,494.556,651.86,493.011,651.372
220804,FORT WORTH CAN ACADEMY,646.071,930.1753925,586.693,870.1183238,620.666,923.4924088,655.634,999.5857924,541.19,880.6931593,536.222,901.458,486.794,823.536,537.283,842.724,540.38,906.424,,,,,,
220905,FORT WORTH ISD,73088.245,98431.48436,73334.564,99114.12476,72457.471,97834.37263,72078.219,97287.189,72736.836,98241.379,73367.819,99573.999,73526.625,101788.837,76039.512,98799.752,76329.945,104002.269,77391.62,105143.551,78485.892,107320.202,79375.068,109432.95
198903,FRANKLIN ISD,946.329,1504.16053,949.8,1503.802543,914.098,1467.316005,924.45,1481.762,934.503,1504.029,952.207,1509.394,961.731,1546.652,975.94,1470.239,973.69,1524.678,1008.96,1590.819,1008.547,1594.464,1091.612,1686.793
001904,FRANKSTON ISD,749.499,1190.804208,756.271,1191.249402,744.326,1179.745383,741.357,1181.805,720.495,1155.197,707.63,1136.536,731.415,1159.894,697.35,1065.602,713.236,1119.132,725.837,1160.736,748.137,1181.749,780.154,1198.373
086901,FREDERICKSBURG ISD,2686.492,3361.480944,2675.976,3325.843311,2632.272,3293.151496,2660.321,3331.955,2669.562,3344.494,2763.982,3691.104,2794.15,3761.199,2769.454,3573.338,2804.592,3747.712,2793.751,3798.831,2844.768,3867.006,2939.93,3986.238
066903,FREER ISD,808.164,1426.355882,798.243,1416.143723,767.511,1357.853388,736.531,1320.367,743.937,1309.767,758.33,1332.636,769.32,1370.949,774.705,1305.712,734.075,1313.544,729.272,1316.518,699.11,1293.309,729.282,1355.54
152907,FRENSHIP ISD,5302.387,6514.799337,5621.644,6856.081774,5966.26,7293.794335,6318.57,7713.713,6661.729,8078.493,6924.212,8402.391,7145.129,8701.403,7352.23,8418.279,7599.875,9167.505,7990.788,9680.474,8389.816,10213.949,8706.6,10680.461
084911,FRIENDSWOOD ISD,5425.028,6254.670789,5493.718,6362.345678,5590.355,6463.248782,5620.22,6485.244,5720.523,6596.415,5721.508,6605.4,5710.682,6592.899,5697.288,6129.973,5748.235,6548.88,5828.485,6787.448,5850.112,6784.103,5877.356,6843.983
185903,FRIONA ISD,1122.415,1844.576081,1157.863,1902.950453,1164.698,1893.182923,1145.609,1874.272,1128.71,1820.406,1118.581,1794.399,1121.602,1795.561,1113.261,1698.935,1096.826,1775.504,1061.092,1783.414,1059.67,1780.979,1052.116,1759.649
043905,FRISCO ISD,15527.303,17604.46744,18971.431,21514.84094,22786.447,25914.3254,26194.391,29899.842,29403.039,33615.545,32489.879,37261.744,35891.615,41350.507,38605.944,41766.841,41168.156,46976.506,44443.161,51571.658,47900.126,55450.387,51434.438,59738.938
175905,FROST ISD,362.048,642.4973573,344.833,621.5087088,326.136,575.3083398,311.786,533.97,315.771,523.193,335.342,559.99,327.149,549.972,316.391,516.801,362.015,589.112,392.029,649.337,377.689,627.661,410.323,675.018
227812,FRUIT OF EXCELLENCE,37.395,71.18894182,34.226,65.26074403,40.244,80.85677084,30.476,69.32554193,22.314,42.83816367,23.657,50.275,,,,,,,,,,,,
234909,FRUITVALE ISD,414.614,743.069665,436.771,787.4338958,419.955,747.5823029,383.415,682.411,366.976,646.054,371.214,650.685,379.157,666.907,382.41,622.468,357.477,623.019,363.011,647.787,352.636,637.672,337.506,593.473
122901,FT DAVIS ISD,347.311,980.7915866,337.042,969.5848688,330.352,895.9467794,333.383,900.766,324.002,652.059,297.988,628.26,283.67,607.438,289.641,608.837,249.265,502.801,221.629,426.562,204.701,411.109,208.869,413.819
115901,FT HANCOCK ISD,553.065,1083.066135,535.422,1057.13066,512.635,1015.198965,464.399,943.28,463.392,929.584,494.446,960.385,493.108,969.104,477.487,887.823,457.19,903.824,448.538,899.83,418.36,847.83,411.441,832.291
015914,FT SAM HOUSTON ISD,1129.047,1603.440975,1150.402,1626.339382,1267.248,1737.779815,1308.55,1756.899,1304.351,1765.112,1321.905,1797.75,1299.52,1762.139,1417.923,1786.942,1459.438,1934.049,1428.954,1925.011,1379.518,1888.066,1431.55,1899.361
232801,GABRIEL TAFOLLA ACADEMY,112.203,168.858487,129.624,191.2017494,121.247,180.1866223,119.299,187.7461538,93.903,153.4890785,97.133,159.764,65.712,116.981,104.927,146.741,0,0,,,,,,
049901,GAINESVILLE ISD,2741.97,3952.817461,2764.008,3953.5353,2694.272,3818.62958,2575.051,3642.062,2496.007,3575.886,2457.415,3543.525,2526.534,3612.328,2591.171,3472.685,2585.206,3610.407,2640.996,3745.861,2664.057,3781.852,2681.364,3812.692
101910,GALENA PARK ISD,19281.841,26678.56456,19604.796,27173.05891,19577.68,27082.94062,19585.497,26986.311,19779.991,27632.038,19830.137,27604.476,20085.197,27817.93,20225.487,26668.734,20458.368,28173.677,20887.52,29239.484,21023.101,29435.841,21015.705,29375.038
