CDN,DISTRICT NAME,"2004-2005
ADA","2004-2005
WADA","2005-2006
ADA","2005-2006
WADA","2006-2007
ADA","2006-2007
WADA","2007-2008
ADA","2007-2008
WADA","2008-2009
ADA","2008-2009
WADA","2009-2010
ADA","2009-2010
WADA","2010-2011
ADA","2010-2011
WADA","2011-2012
ADA","2011-2012
WADA","2012-2013
ADA","2012-2013
WADA","2013-2014
ADA","2013-2014
WADA"," 2014-2015
ADA"," 2014-2015
WADA","2015-2016
ADA","2015-2016 
WADA"
129904,KEMP ISD,1571.981,2212.676941,1571.695,2245.404292,1554.148,2252.902921,1491.575,2132.516,1467.736,2090.612,1454.298,2096.982,1442.879,2074.22,1356.495,1843.938,1314.826,1868.196,1328.357,1925.39,1337.288,1938.726,1383.832,2017.23
079908,KENDLETON ISD,92.832,179.2518844,97.64,191.020343,93.881,184.9951795,86.137,165.647,74.675,142.012,66.092,125.645,,,,,,,,,,,,
131001,KENEDY COUNTY WIDE CSD,67.773,151.7168414,67.159,144.6597069,72.586,151.1665883,75.291,152.209,75.636,149.58,73.741,151.137,72.302,147.59,74.951,145.41,73.658,146.087,71.57,145.328,66.713,141.452,65.354,141.012
128902,KENEDY ISD,757.577,1269.275409,722.906,1224.642634,695.074,1176.745745,655.11,1109.241,637.398,1070.721,622.899,1052.041,602.143,1034.175,609.362,973.351,587.363,989.102,631.26,1056.686,687.132,1148.515,723.613,1231.741
113906,KENNARD ISD,341.17,682.3449601,330.287,657.1126157,308.014,637.8747926,299.103,612.446,307.026,639.742,307.905,635.039,293.807,609.08,278.425,532.116,279.081,548.124,275.466,549.397,259.719,533.322,233.984,494.455
220914,KENNEDALE ISD,2697.915,3449.116041,2700.709,3478.972109,2870.685,3677.036605,2901.504,3719.596,2986.186,3846.438,2972.972,3817.475,2985.155,3872.06,2960.854,3648.499,3005.776,3851.692,3008.022,3936.609,2988.24,3943.273,3006.15,3959.155
175907,KERENS ISD,670.355,1132.467214,648.971,1086.967544,618.699,1044.876328,630.024,1048.425,632.124,1062.512,612.669,1042.335,585.585,979.638,580.256,919.011,591.223,979.613,564.012,954.415,574.907,966.277,559.559,948.82
248901,KERMIT ISD,1116.456,1903.86548,1111.423,1852.157416,1170.166,1884.600332,1205.724,1877.248,1191.576,1838.595,1152.85,1831.105,1125.217,1829.881,1165.8,1765.478,1249.18,1894.205,1312.284,1974.259,1349.09,2009.208,1319.554,2004.913
133903,KERRVILLE ISD,4395.234,5688.213988,4459.454,5763.307487,4466.297,5698.193381,4396.751,5621.398,4450.976,5568.965,4506.269,5785.821,4499.309,5774.777,4509.038,5415.726,4558.579,5671.355,4661.053,5904.707,4717.975,6015.301,4691.654,5965.535
105803,KI CHARTER ACADEMY,,,,,,,,,,,,,,,,,,,,,,,171.389,551.629
092902,KILGORE ISD,3383.62,4593.245403,3409.23,4583.172256,3501.903,4668.560823,3436.503,4585.359,3502.105,4627.029,3505.072,4634.15,3572.249,4750.671,3627.77,4549.259,3658.458,4747.545,3741.097,4970.276,3765.405,5035.133,3766.89,5007.288
014906,KILLEEN ISD,30984.201,40802.34673,31829.581,42011.509,33595.303,44379.31456,34771.566,45557.219,35248.425,45806.636,35967.162,46070.477,36540.546,46864.412,37119.92,44963.164,37400.793,47755.545,37645.492,49021.286,38386.939,50146.984,39067.862,51086.625
137901,KINGSVILLE ISD,3910.58,5596.044066,3821.776,5455.011375,3746.792,5329.305613,3692.705,5208.379,3586.497,5030.748,3520.048,4986.86,3513.399,4980.059,3310.891,4468.755,3219.056,4533.034,3119.611,4546.874,3052.98,4419.051,3109.094,4511.538
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,138.761,238.559,252.15,394.211,301.769,468.935,354,557.552,450.066,700.109,629.065,967.098,963.361,1493.55,1430.709,2094.179,2013.936,3112.534,2994.83,4688.052,3739.776,5957.773,4338.8,6969.936
057837,KIPP DALLAS-FORT WORTH,85.207,148.934,127.683,205.499,159.112,262.82,185.637,296.514,207.952,332.077,248.919,393.502,291.865,458.98,320.043,485.618,343.467,539.198,505.217,778.784,677.587,1056.04,1113.027,1706.318
101813,KIPP INC CHARTER,471.272,680.7301079,1232.06,1613.172344,1390.966,2010.108072,1863.961,2664.531754,2685.83,3886.913779,3547.024,5497.702,4467.077,6925.531,5253.249,7757.503,5932.81,9185.891,8778.866,13749.802,10028.271,15785.128,11063.389,17615.243
015826,KIPP SAN ANTONIO,151.636,253.943,225.604,356.407,300.713,461.617,329.497,517.425,346.48,539.908,468.223,723.67,698.832,1068.734,842.274,1237.245,1156.283,1762.505,1421.724,2222.797,1831.559,2870.896,2320.529,3624.95
101860,KIPP SOUTHEAST HOUSTON,,,,,170.521,269.014,308.111,457.036,498.165,744.559,776.326,1161.055,975.044,1471.027,1382.765,1938.66,1752.611,2605.728,,,,,,
121905,KIRBYVILLE CISD,1495.226,2085.763509,1447.528,2031.442712,1353.783,1936.335616,1360.024,1959.732,1362.595,1963.915,1361.323,1953.271,1349.428,1934.64,1342.302,1775.493,1347.525,1864.347,1322.982,1894.573,1389.139,1945.275,1419.565,1985.21
101915,KLEIN ISD,34712.15,43160.26799,37118.432,46356.6731,39133.45,48790.46251,40342.673,50174.513,41114.902,52383.18,42080.305,53772.36,42612.727,53744.537,43336.465,51717.132,44195.696,55460.492,45318.322,57799.123,46484.231,59213.312,47691.597,60735.923
058905,KLONDIKE ISD,185.514,370.0131101,179.596,362.8317114,165.715,333.208901,165.074,331.363,176.642,349.622,196.359,383.94,218.566,420.316,228.013,410.939,223.148,422.907,235.317,461.495,225.923,433.397,244.537,462.547
232901,KNIPPA ISD,230.722,366.9904285,256.712,404.1795271,252.07,405.1394596,240.979,391.459,223.434,368.899,216.172,356.954,235.178,386.783,275.002,402.591,294.263,444.425,334.76,503.656,358.729,537.033,382.816,577.34
138902,KNOX CITY-O'BRIEN CISD,275.961,502.400724,270.316,502.4037088,259.909,471.1742649,246.366,447.976,251.988,460.483,264.05,480.59,256.386,474.055,241.538,417.197,269.391,484.37,280.175,510.077,277.897,500.32,280.546,508.499
101863,KOINONIA COMMUNITY LEARNING ACADEM,,,,,,,,,,,,,49.446,77.337,191.603,261.062,171.481,272.295,115.823,203.562,,,,
018907,KOPPERL ISD,284.38,492.7647511,266.938,478.0371191,260.42,465.8733628,252.87,454.207,245.754,430.793,231.116,406.396,229.234,408.659,227.707,384.06,217.402,389.748,205.923,377.563,208.739,380.246,201.791,369.245
100903,KOUNTZE ISD,1303.659,1852.360029,1308.894,1857.771326,1277.997,1813.587805,1265.344,1781.124,1287.238,1774.011,1266.71,1784.232,1266.241,1779.664,1259.925,1633.986,1219.946,1685.799,1160.733,1654.982,1136.226,1636.422,1095.795,1592.853
219905,KRESS ISD,233.219,406.6669839,225.779,397.3306439,215.581,378.2348691,204.573,364.743,198.816,357.668,194.058,345.582,207.251,369.944,216.01,370.719,207.215,364.836,193.971,349.411,207.282,367.574,226.174,396.503
061905,KRUM ISD,1223.165,1742.423454,1288.424,1774.935009,1345.519,1798.054484,1409.454,1853.014,1465.794,1897.293,1518.148,2026.335,1607.427,2141.888,1698.979,2115.803,1791.043,2371.81,1907.138,2546.131,1969.696,2661.353,1956.943,2662.114
057839,LA ACADEMIA DE ESTRELLAS,,,,,167.834,277.135,255.55,402.345,327.595,525.239,340.972,564.17,460.65,747.853,596.849,953.295,785.938,1299.711,887.771,1513.084,885.132,1516.281,954.476,1626.972
101833,LA AMISTAD LOVE & LEARNING ACADEMY,158.489,240.4817739,155.495,246.8160764,114.455,197.8016566,131.458,200.9470638,166.748,258.3779792,224.656,374.318,264.505,443.386,253.422,424.202,239.422,458.13,180.259,424.524,193.819,349.759,171.565,304.517
015811,LA ESCUELA DE LAS AMERICAS,98.684,135.3133816,121.532,166.5182264,102.912,151.3959094,106.658,161.5048213,124.638,190.9212697,64.397,123.328,,,,,,,,,,,,
071807,LA FE PREPARATORY SCHOOL,,,,,,,68.296,117.822,98.298,161.122,124.401,208.867,162.722,265.012,186.503,287.178,234.386,370.069,245.403,410.749,225.456,390.751,231.578,385.133
031905,LA FERIA ISD,2773.193,3995.357306,2894.392,4160.632914,2987.547,4268.330882,3115.202,4442.377,3165.368,4499.777,3198.003,4527.998,3288.79,4670.532,3349.376,4487.366,3338.341,4759.491,3305.08,4770.823,3292.528,4762.894,3362.876,4869.95
125906,LA GLORIA ISD,80.942,136.6250318,76.644,128.4826131,91.806,148.7975225,97.175,157.58,101.483,163.111,108.74,177.424,107.692,178.488,97.365,152.048,96.439,156.99,109.436,178.932,109.851,180.256,110.884,179.846
075902,LA GRANGE ISD,1756.374,2411.683755,1750.495,2416.366535,1782.666,2493.580685,1761.701,2260.047,1750.074,2234.637,1777.166,2457.288,1759.365,2436.244,1758.528,2294.099,1790.355,2415.578,1802.745,2443.539,1781.771,2427.866,1889.293,2557.093
108912,LA JOYA ISD,21102.331,30309.80475,22259.674,31811.14694,22780.791,32409.30244,23712.58,33580.558,24465.163,34708.746,25149.338,35608.188,25782.767,36458.288,26131.671,34983.422,26253.208,36782.55,26707.569,37942.233,26774.308,38399.275,26816.365,38643.683
084904,LA MARQUE ISD,3426.374,4837.300536,3513.635,4943.368784,3377.777,4855.081464,3226.767,4675.346,3333.177,4778.575,3224.849,4619.024,2681.853,3960.802,2558.229,3605.255,2445.524,3651.06,2207.921,3422.127,1996.512,3072.138,1942.697,2953.286
101916,LA PORTE ISD,7207.071,9037.977033,7315.198,9207.29585,7345.539,9295.282092,7440.849,9437.273,7590.439,9774.552,7269.846,9484.87,7235.544,9302.456,7261.578,8803.484,7217.869,9177.043,7129.209,9268.249,7128.492,9316.832,7242.041,9465.088
254902,LA PRYOR ISD,452.541,918.1079992,459.849,928.761836,458.832,930.3843731,479.206,959.243,465.721,946.278,456.404,928.397,463.939,932.544,438.012,838.548,443.784,887.581,426.264,874.502,445.61,893.995,459.117,918.171
161906,LA VEGA ISD,2380.595,3432.793465,2376.529,3415.122536,2459.56,3479.954594,2498.815,3519.041,2549.851,3655.298,2671.979,3784.316,2653.027,3774.663,2650.8,3576.143,2633.199,3715.319,2674.083,3800.286,2702.52,3829.983,2792.043,3928.231
247903,LA VERNIA ISD,2378.421,3168.380645,2459.878,3248.667456,2611.979,3407.911636,2673.343,3524.248,2769.985,3657.203,2825.322,3712.26,2869.257,3780.723,2874.94,3515.897,2881.581,3666.402,2932.611,3759.474,3044.819,3859.482,3064.819,3894.254
108914,LA VILLA ISD,629.736,1127.3366,609.647,1090.255644,576.412,1037.705419,556.229,1010.156,552.131,1000.981,545.691,972.386,579.62,1020.604,568.665,964.699,596.326,1042.032,587.868,1054.351,575.794,1015.945,561.059,1011.802
015913,LACKLAND ISD,880.011,1277.990433,825.185,1237.915518,782.144,1184.984703,781.036,1171.39,855.107,1229.965,843.427,1213.806,908.413,1276.058,994.07,1304.617,926.762,1289.372,852.021,1232.112,808.323,1206.402,867.026,1269.768
227912,LAGO VISTA ISD,1091.667,1480.577917,1128.317,1521.101457,1147.622,1545.402075,1169.469,1561.399,1156.494,1544.682,1149.297,1547.331,1209.569,1622.752,1257.382,1595.863,1268.002,1688.262,1298.149,1745.501,1291.794,1753.821,1359.264,1831.836
061912,LAKE DALLAS ISD,3560.6,4470.234214,3714.044,4655.939301,3750.419,4709.107323,3771.354,4741.295,3859.586,4856.93,3851.612,4875.429,3876.859,4932.033,3845.098,4655.314,3787.7,4848.521,3744.82,4906.952,3803.512,4979.956,3767.322,4956.339
227913,LAKE TRAVIS ISD,4843.349,5602.605289,5064.319,5865.956868,5321.267,6122.656851,5587.643,6420.457,5877.29,6742.393,6230.225,7157.993,6614.382,7606.493,7026.933,7561.205,7403.078,8368.252,7873.334,9030.077,8391.701,9598.396,8776.863,10004.363
220910,LAKE WORTH ISD,2233.444,3146.907132,2406.408,3431.993425,2417.841,3393.630643,2526.988,3536.248,2537.69,3546.088,2658.005,3638.63,2845.373,3897.073,2864.745,3799.085,2978.492,4142.469,2985.244,4236.839,2980.326,4237.34,3043.944,4314.986
079901,LAMAR CISD,17446.195,22681.17328,18405.253,23858.43071,19291.701,25097.82416,20463.7,26477.968,21475.076,27661.951,22236.733,28649.376,23016.92,29689.927,23697.236,28672.41,24459.311,30877.808,25509.94,32687.11,26698.817,34232.763,27980.985,35806.831
058906,LAMESA ISD,1916.36,2779.604293,1909.495,2776.11045,1861.176,2780.657148,1830.268,2721.493,1787.168,2687.454,1758.351,2615.123,1722.026,2514.913,1724.395,2358.604,1790.313,2582.092,1825.827,2658.752,1851.075,2701.173,1821.29,2698.968
141901,LAMPASAS ISD,3009.814,4147.448744,3127.962,4301.341229,3237.338,4407.076256,3227.711,4390.913,3134.638,4211.698,3139.645,4211.173,3170.171,4209.133,3142.61,3910.43,3197.672,4140.352,3184.912,4226.883,3138.496,4167.996,3142.527,4172.021
057913,LANCASTER ISD,4893.775,6431.744335,5337.764,6937.126161,5649.54,7349.37467,5727.717,7707.489,5570.851,7506.061,5637.283,7608.129,5745.814,7833.948,5707.968,7384.197,5984.987,8004.078,6262.441,8501.973,6531.569,8787,6695.125,9056.43
201903,LANEVILLE ISD,163.003,360.3741279,151.608,327.2937597,145.771,310.2390794,136.132,287.725,133.292,283.455,151.386,295.32,148.048,295.431,134.465,278.781,144.733,277.586,146.527,290.691,146.474,292.29,161.344,303.129
107910,LAPOYNOR ISD,425.299,699.6433754,461.864,742.4838645,452.79,730.4078287,444.619,720.173,437.011,713.136,441.161,718.784,425.836,706.046,413.2,644.291,418.902,682.237,424.738,696.519,447.594,737.86,431.259,709.082
240901,LAREDO ISD,22533.327,33199.57241,22554.065,33184.6623,22473.475,32987.50701,22701.242,32981.664,22649.367,32720.104,22346.454,32131.04,22494.175,32027.73,22530.109,30603.518,22451.888,32035.929,22546.383,32651.227,22358.239,32656.645,22093.175,32358.146
245901,LASARA ISD,306.096,553.6012551,296.332,537.7826591,308.188,541.5912242,361.717,618.874,395.004,678.843,419.121,728.425,436.599,768.809,432.967,722.604,459.743,796.772,456.477,804.445,438.282,777.067,426.731,778.852
113905,LATEXO ISD,412.499,677.8969056,414.513,688.3755089,431.403,702.3842554,421.726,693.299,416.596,692.669,410.175,662.21,421.244,678.721,458.752,696.341,443.272,710.464,466.436,752.23,482.525,778.208,471.935,757.337
185904,LAZBUDDIE ISD,161.013,294.7343967,122.309,256.2661332,128.55,252.7012751,125.826,256.286,139.143,264.613,134.621,260.504,139.142,265.884,139.043,251.16,163.54,286.62,163.595,295.687,171.321,308.973,191.232,335.511
061804,LEADERSHIP PREP SCHOOL,,,,,,,,,,,,,,,244.281,289.747,343.25,437.049,414.361,539.948,505.626,682.045,579.266,780.766
193902,LEAKEY ISD,256.322,529.3042169,235.814,496.911946,230.203,479.0483463,231.582,476.781,232.648,457.937,225.229,438.6,235.908,455.03,219.647,412.229,244.505,467.215,250.404,477.538,231.899,462.224,246.082,482.446
246913,LEANDER ISD,18921.593,22916.67292,20898.806,25235.44056,23110.442,27887.85525,25131.808,30020.756,26953.091,32044.088,28788.454,34382.975,30494.924,36619.642,31692.64,35810.34,32619.497,38569.463,33746.562,40561.106,34436.081,41671.186,35472.278,42977.416
019914,LEARY ISD,96.625,165.1351854,103.561,178.2624696,122.46,213.7706674,117.072,204.201,105.403,180.362,106.347,188.018,103.904,182.831,101.155,163.187,92.484,154.428,94.282,160.055,104.597,178.471,105.283,183.76
090902,LEFORS ISD,162.814,278.6872978,152.314,261.2169993,146.45,249.4150592,140.058,231.587,136.117,229.561,140.834,234.593,158.659,267.025,173.308,271.6,149.665,257.593,152.352,264.664,148.375,254.544,163.035,276.611
057846,LEGACY PREPARATORY,,,,,,,,,,,,,,,,0,783.909,1149.871,933.46,1385.207,1158.733,1751.007,1114.904,1754.645
187906,LEGGETT ISD,228.551,434.4769892,220.604,416.885322,204.093,386.4411588,201.438,373.183,195.77,369.609,183.799,354.628,170.392,335.262,173.685,315.147,172.045,317.847,159.232,301.164,149.886,282.089,146.922,271.991
145911,LEON ISD,655.05,1175.768021,662.981,1188.449313,664.144,1193.381913,679.277,1201.513,669.366,1181.212,674.212,1198.51,706.017,1247.448,696.933,1157.382,655.486,1161.116,677.243,1189.546,691.09,1227.464,735.955,1277.945
074909,LEONARD ISD,777.832,1218.902361,783.506,1245.643083,824.304,1283.995392,834.989,1328.5,837.311,1309.049,838.259,1309.705,852.065,1330.802,825.662,1229.074,824.729,1254.024,834.516,1275.162,812.694,1266.47,812.321,1270.662
110902,LEVELLAND ISD,2722.693,3937.039524,2670.769,3856.150917,2723.294,3938.26756,2696.156,3687.266,2669.008,3625.808,2637.786,3816.145,2647.817,3858.589,2725.944,3848.196,2709.697,3974.268,2772.233,4081.071,2819.516,4143.682,2760.663,3968.551
201904,LEVERETTS CHAPEL ISD,218.591,404.6784948,227.579,416.9253512,223.509,411.2901917,227.897,418.816,227.862,414.761,231.091,416.68,228.349,401.266,237.659,383.496,236.722,405.021,261.966,449.56,257.167,444.493,241.023,424.172
061902,LEWISVILLE ISD,43333.602,52538.12444,45162.256,55065.78353,46476.554,56827.76997,46923.761,57262,47581.755,58014.725,48103.909,58959.14,48876.518,60541.968,49222.903,57527.152,49611.808,60883.399,49897.551,62466.558,50372.709,63407.11,50489.652,63973.602
144902,LEXINGTON ISD,946.769,1435.03227,912.73,1384.828153,922.537,1400.000992,917.362,1392.389,899.272,1353.93,870.046,1311.297,866.598,1299.623,878.027,1220.228,868.568,1282.361,900.742,1340.109,918.002,1362.747,917.711,1366.269
246908,LIBERTY HILL ISD,1870.628,2517.379336,1961.745,2648.503879,2134.893,2805.777262,2269.382,2930.103,2362.347,3032.274,2444.749,3130.957,2576.347,3290.531,2630.355,3170.953,2731.37,3418.754,2861.822,3622.928,3086.022,3871.115,3319.774,4148.709
146906,LIBERTY ISD,2166.715,3026.666352,2097.597,2928.382286,2120.268,2895.148168,2088.668,2850.517,2089.738,2858.787,2027.327,2823.953,1990.241,2780.661,2002.693,2651.101,1967.876,2739.558,1938.463,2745.572,1937.731,2757.552,2001.874,2828.941
019908,LIBERTY-EYLAU ISD,2544.294,3715.570541,2584.082,3793.582122,2567.025,3774.122443,2509.301,3663.145,2492.266,3630.397,2543.612,3699.153,2540.25,3664.297,2499.349,3412.883,2466.757,3507.828,2381.95,3461.005,2328.018,3397.751,2362.807,3460.337
057807,LIFE SCHOOL,1574.844,1993.270067,1898.217,2502.627811,2097.386,2831.899548,2716.58,3619.851379,3026.019,4111.827929,3309.453,4796.045,3548.266,5143.349,3806.379,5194.684,4072.549,5870.427,4477.518,6615.858,4870.368,7206.323,5192.364,7770.516
015825,LIGHTHOUSE CHARTER SCHOOL,170.928,262.231,141.385,224.337,59.384,107.076,109.206,174.262,147.472,233.684,171.675,270.871,191.475,325.823,192.989,304.771,203.094,326.063,214.363,349.296,230.824,371.499,251.5,401.401
212903,LINDALE ISD,3019.545,3918.398653,3171.61,4108.59952,3187.189,4125.039821,3264.491,4219.697,3316.594,4310.668,3397.786,4393.102,3540.462,4576.439,3551.496,4344.16,3568.857,4557.54,3626.439,4691.618,3659.933,4764.523,3773.821,4904.7
034905,LINDEN-KILDARE CISD,834.294,1386.870442,807.68,1338.197809,775.302,1286.786496,763.821,1270.062,751.597,1231.726,754.273,1236.432,733.233,1207.939,754.402,1205.718,731.824,1176.189,694.031,1165.159,685.397,1165.816,666.665,1140.07
049907,LINDSAY ISD,481.125,702.9448314,491.641,717.9913148,500.071,723.167466,519.54,737.784,504.92,712.521,515.876,725.602,526.716,736.764,521.821,683.591,507.145,706.958,474.678,672.68,486.948,694.339,480.566,685.744
072909,LINGLEVILLE ISD,242.547,425.0119781,234.81,405.5974163,202.344,343.0730698,196.429,330.172,197.122,331.872,204.381,343.491,214.402,361.696,214.632,343.654,221.978,368.726,215.497,365.734,215.634,362.136,237.029,392.901
111902,LIPAN ISD,268.838,445.3845272,261.982,442.1507259,267.719,439.4149904,286.279,467.323,278.637,462.084,269.581,435.822,257.203,417.472,270.132,412.478,286.125,458.437,294.006,487.563,308.539,506.506,330.793,539.081
181908,LITTLE CYPRESS-MAURICEVILLE CISD,3543.653,4782.110511,3451.719,4665.929782,3484.415,4660.911702,3456.946,4615.782,3474.871,4566.538,3381.31,4499.616,3355.071,4503.247,3349.214,4266.856,3199.567,4297.167,3126.865,4281.122,3141.585,4267.745,3187.804,4294.035
061914,LITTLE ELM ISD,3815.286,4919.336972,4308.984,5486.201426,4808.544,6056.47412,5063.743,6315.508,5446.523,6735.245,5624.994,6988.782,5852.265,7332.511,5990.638,7072.748,6034.917,7391.685,6237.573,7674.838,6511.223,8113.599,6729.281,8366.424
140904,LITTLEFIELD ISD,1359.213,1979.37395,1374.129,1998.664717,1396.542,2014.459456,1403.702,2024.324,1364.202,1969.757,1346.504,1940.121,1358.335,1952.6,1321.466,1801.903,1293.679,1869.734,1302.779,1901.888,1328.56,1935.677,1323.032,1941.008
187907,LIVINGSTON ISD,3756.765,5220.224321,3741.77,5162.266464,3752.068,5154.284828,3727.439,5115.86,3732.644,5112.976,3740.926,5126.008,3829.09,5215.507,3861.752,5068.734,3850.527,5249.692,3787.893,5247.605,3825.503,5264.194,3879.003,5336.323
150901,LLANO ISD,1790.656,2382.89847,1733.534,2312.704414,1821.486,2365.722242,1809.896,2335.999,1812.405,2296.906,1784.018,2479.468,1745.237,2431.474,1716.975,2276.598,1691.002,2337.477,1694.521,2359.901,1683.068,2367.853,1705.129,2400.516
028902,LOCKHART ISD,4179.689,5799.592548,4198.236,5788.76159,4109.47,5601.866676,4103.078,5564.636,4154.221,5653.993,4230.354,5789.394,4321.942,5971.811,4420.143,5790.288,4557.598,6186.499,4761.145,6551.714,4927.376,6799.034,4958.405,6790.749
077902,LOCKNEY ISD,603.145,992.7626005,586.204,967.1996066,581.035,958.7445537,555.469,919.213,533.893,885.219,509.254,857.538,509.033,873.288,503.264,805.361,476.816,789.983,472.211,799.75,458.618,784.916,451.133,780.278
160905,LOHN ISD,110.702,266.3373661,107.171,263.68752,110.278,266.1874591,105.426,253.97,102.805,252.144,99.464,254.844,100.055,254.968,96.952,232.631,83.248,234.927,96.929,250.799,114.193,252.266,86.049,242.208
141902,LOMETA ISD,287.878,543.1797746,293.905,591.8903651,299.295,628.8561482,294.459,578.707,289.546,540.118,284.562,535.622,285.539,533.378,273.079,482.03,276.047,491.543,281.185,501.072,245.865,443.378,281.087,481.737
178906,LONDON ISD,200.075,309.9291662,223.807,339.2863746,246.453,383.3061596,245.13,375.481,258.232,397.184,328.321,491.057,374.536,552.463,460.219,620.623,570.991,795.627,648.868,908.264,730.874,1017.74,784.043,1087.473
116906,LONE OAK ISD,798.358,1275.451072,814.499,1277.93534,854.148,1317.484897,866.362,1305.915,877.522,1306.013,868.634,1308.01,831.472,1306.039,884.069,1342.768,879.482,1375.864,907.671,1422.623,934.079,1460.378,935.543,1459.408
092903,LONGVIEW ISD,7606.325,10320.25613,7642.83,10274.21565,7500.714,10022.92092,7420.514,9854.024,7505.938,9949.041,7562.086,10096.802,7714.705,10200.917,7842.799,9796.116,7987.493,10365.208,7924.271,10338.203,8021.674,10540.193,8125.933,10704.572
083902,LOOP ISD,132.643,265.4540991,137.358,276.8677654,132.07,262.7314596,122.932,257.846,120.154,252.709,127.139,255.475,111.413,249.623,107.604,226.736,108.882,242.168,107.564,237.127,107.813,231.943,104.28,226.185
168902,LORAINE ISD,160.313,303.0337794,155.199,291.7288939,135.398,273.4543724,151.748,280.526,147.478,272.937,149.856,275.889,134.913,264.326,124.378,241.925,109.034,239.521,133.829,239.088,150.256,259.004,148.864,262.923
161907,LORENA ISD,1528.735,2061.788319,1536.569,2091.077023,1506.666,2031.232996,1517.062,2012.934,1514.577,1992.373,1523.091,1984.86,1523.758,1977.101,1560.414,1903.276,1582.188,2016.941,1577.454,2024.874,1579.798,2059.226,1619.613,2106.472
054902,LORENZO ISD,301.152,634.2570909,330.425,671.1751661,317.704,610.1419788,286.612,559.35,278.547,539.659,283.394,536.078,284.637,536.231,278.491,503.65,271.855,519.76,266.908,525.458,264.56,514.349,270.027,530.924
031906,LOS FRESNOS CISD,7464.26,10414.25414,7837.71,10889.77315,8189.896,11296.72212,8412.707,11553.656,8616.056,11734.468,8910.487,12118.394,9199.134,12552.31,9503.087,12304.698,9563.609,12961.281,9710.594,13342.557,9806.963,13548.43,10038.727,13893.746
241906,LOUISE ISD,466.641,808.3811673,464.138,817.8526726,465.299,806.3567582,458.043,778.437,471.454,779.438,468.376,774.476,459.151,764.259,424.976,668.124,444.942,711.533,457.767,741.11,451.267,730.003,477.795,767.446
043919,LOVEJOY ISD,1087.418,1330.10556,1267.346,1489.345209,2019.586,2182.515903,2413.368,2628.39,2782.992,3045.277,3104.827,3608.824,3276.293,3806.647,3415.964,3698.789,3505.7,3981.32,3605.643,4178.382,3682.803,4284.11,3800.115,4425.62
113903,LOVELADY ISD,504.45,914.3598439,510.045,914.053474,517.661,936.2816109,526.659,931.242,511.839,902.549,505.722,901.339,476.143,855.091,459.573,796.855,439.632,801.602,458.287,855.677,472.932,869.848,476.419,888.374
152901,LUBBOCK ISD,26310.458,34844.07687,26254.969,34597.76137,25994.744,34252.34975,25646.832,33666.312,25867.865,33826.782,26159.638,34370.739,26406.48,34819.426,26331.725,32821.856,26653.486,34801.394,26759.652,35502.23,26638.063,35602.271,26610.805,35808.504
152906,LUBBOCK-COOPER ISD,2434.432,3411.141905,2575.714,3584.969444,2742.677,3741.48628,2910.789,3900.679,3254.495,4274.464,3536.755,4571.172,3788.125,4904.909,4034.324,4875.799,4388.102,5406.999,4687.758,5676.297,5042.778,6028.098,5479.921,6509.397
127905,LUEDERS-AVOCA ISD,130.137,278.9439711,117.765,275.8934197,106.724,263.5568965,114.67,252.668,111.443,250.339,105.538,246.01,109.166,243.418,103.25,235.461,104.744,236.912,111.249,249.429,105.672,254.546,107.412,271.743
003903,LUFKIN ISD,7767.229,10471.49139,7859.276,10704.30389,7801.628,10645.77831,7758.691,10588.902,7803.515,10565.521,7805.184,10627.488,7836.712,10648.095,7801.673,9985.41,7761.791,10275.885,7632.789,10242.891,7612.689,10181.764,7569.031,10125.144
028903,LULING ISD,1453.039,2089.652641,1465.553,2110.049888,1412.77,2021.401414,1394.688,1971.908,1362.428,1929.53,1327.622,1888.296,1320.291,1891.735,1315.769,1788.743,1306.166,1854.831,1324.339,1908.33,1249.836,1869.254,1308.552,1897.594
100907,LUMBERTON ISD,3324.529,4286.329082,3370.056,4322.674887,3470.1,4450.221649,3550.699,4497.789,3729.859,4654.273,3684.247,4631.091,3726.409,4692.586,3655.583,4356.771,3640.155,4522.401,3617.716,4552.695,3667.249,4633.479,3726.083,4688.314
057805,LUMIN EDUCATION,118.005,165.2567765,121.857,174.2833882,115.619,166.6635218,122.912,178.5775402,131.01,189.0743448,129.719,201.92,143.075,223.957,167.594,248.458,183.608,287.77,196.64,305.502,192.854,302.279,204.017,326.726
245902,LYFORD CISD,1440.411,2350.499086,1431.277,2306.353781,1433.442,2323.158312,1403.194,2224.28,1419.427,2238.023,1437.158,2207.638,1427,2230.551,1414.971,2146.518,1437.377,2243.807,1473.346,2276.279,1439.915,2269.302,1438.273,2317.54
057818,LYNACRE ACADEMY CHARTER SCHOOL,80.727,112.1539411,69.26,116.5926193,77.846,106.3705311,30.192,42.05513976,0,0,,,,,,,,,,,,,,
007904,LYTLE ISD,1414.888,2017.120919,1443.463,2048.430443,1487.037,2090.25812,1527.314,2131.479,1594.557,2209.599,1575.966,2195.905,1612.806,2242.971,1592.793,2090.437,1607.648,2204.986,1639.986,2282.968,1576.406,2213.046,1552.657,2171.961
